Question	Answer	Source	Metadata
香子	グレーヴァ香子ですね	Editional	
大学	グレーヴァ香子ですね	Editional	
理論	グレーヴァ香子ですね	Editional	
日本	グレーヴァ香子ですね	Editional	
セルゲイ	セルゲイ・カチューリンですね	Editional	
カチュー	セルゲイ・カチューリンですね	Editional	
リン	セルゲイ・カチューリンですね	Editional	
男子	セルゲイ・カチューリンですね	Editional	
オリンピック	セルゲイ・カチューリンですね	Editional	
酒井	酒井利雄ですね	Editional	
利雄	酒井利雄ですね	Editional	
さかい	酒井利雄ですね	Editional	
障碍	サチヒカリですね	Editional	
サチ	サチヒカリですね	Editional	
ヒカリ	サチヒカリですね	Editional	
障害	サチヒカリですね	Editional	
月	サチヒカリですね	Editional	
北条	鶴岡八幡宮の戦いですね	Editional	
里見	鶴岡八幡宮の戦いですね	Editional	
公方	鶴岡八幡宮の戦いですね	Editional	
鶴岡	鶴岡八幡宮の戦いですね	Editional	
八幡宮	鶴岡八幡宮の戦いですね	Editional	
アルバム	Merry Christmas (原田真二のアルバム)ですね	Editional	
原田	Merry Christmas (原田真二のアルバム)ですね	Editional	
真二	Merry Christmas (原田真二のアルバム)ですね	Editional	
月	Merry Christmas (原田真二のアルバム)ですね	Editional	
クリスマス	Merry Christmas (原田真二のアルバム)ですね	Editional	
ハイ	ウーロンハイですね	Editional	
ウー	ウーロンハイですね	Editional	
ロン	ウーロンハイですね	Editional	
ウーロン茶	ウーロンハイですね	Editional	
炭酸	ウーロンハイですね	Editional	
平川	福村 (弘前市)ですね	Editional	
弘前	福村 (弘前市)ですね	Editional	
福村	福村 (弘前市)ですね	Editional	
青森	福村 (弘前市)ですね	Editional	
地名	福村 (弘前市)ですね	Editional	
王	王離ですね	Editional	
離	王離ですね	Editional	
趙	王離ですね	Editional	
項羽	王離ですね	Editional	
章	王離ですね	Editional	
タンク	ブレイザー (ゲーム)ですね	Editional	
敵	ブレイザー (ゲーム)ですね	Editional	
ヘリコプター	ブレイザー (ゲーム)ですね	Editional	
アイテム	ブレイザー (ゲーム)ですね	Editional	
ゲーム	ブレイザー (ゲーム)ですね	Editional	
中学校	岡崎市立北中学校ですね	Editional	
