Question	Answer	Source	Metadata
全国	さんま・一機のその地方でしか見られない面白そうな番組を全国のみんなで楽しく見ちゃおうとする番組ですね	Editional	
明石家	さんま・一機のその地方でしか見られない面白そうな番組を全国のみんなで楽しく見ちゃおうとする番組ですね	Editional	
月	野村無名庵ですね	Editional	
東京	野村無名庵ですね	Editional	
野村	野村無名庵ですね	Editional	
無名	野村無名庵ですね	Editional	
庵	野村無名庵ですね	Editional	
北海道	多田光雄ですね	Editional	
委員	多田光雄ですね	Editional	
日本	多田光雄ですね	Editional	
衆院	多田光雄ですね	Editional	
月	多田光雄ですね	Editional	
フランシス	フランシス・ポルですね	Editional	
ポル	フランシス・ポルですね	Editional	
ベルギー	フランシス・ポルですね	Editional	
出身	フランシス・ポルですね	Editional	
男性	フランシス・ポルですね	Editional	
山口	山口享佑子ですね	Editional	
享	山口享佑子ですね	Editional	
佑子	山口享佑子ですね	Editional	
賢	山口享佑子ですね	Editional	
プロダクション	山口享佑子ですね	Editional	
オーム	ミッキーとはらぺこオームですね	Editional	
ミッキー	ミッキーとはらぺこオームですね	Editional	
家	ミッキーとはらぺこオームですね	Editional	
強盗	ミッキーとはらぺこオームですね	Editional	
肉	ミッキーとはらぺこオームですね	Editional	
柴田	柴田睦夫ですね	Editional	
法律	柴田睦夫ですね	Editional	
事務所	柴田睦夫ですね	Editional	
千葉	柴田睦夫ですね	Editional	
睦夫	柴田睦夫ですね	Editional	
晴海	須賀晴海ですね	Editional	
須賀	須賀晴海ですね	Editional	
はるみ	須賀晴海ですね	Editional	
す	須賀晴海ですね	Editional	
月	須賀晴海ですね	Editional	
御坂	御坂峠ですね	Editional	
富士	御坂峠ですね	Editional	
国道	御坂峠ですね	Editional	
トンネル	御坂峠ですね	Editional	
河口湖	御坂峠ですね	Editional	
ミッキー	ミッキーのつむじ風ですね	Editional	
ケーキ	ミッキーのつむじ風ですね	Editional	
つむじ風	ミッキーのつむじ風ですね	Editional	
庭	ミッキーのつむじ風ですね	Editional	
落ち葉	ミッキーのつむじ風ですね	Editional	
明治	歌川広重 (3代目)ですね	Editional	
広重	歌川広重 (3代目)ですね	Editional	
歌川	歌川広重 (3代目)ですね	Editional	
初代	歌川広重 (3代目)ですね	Editional	
東京	歌川広重 (3代目)ですね	Editional	
大角	大角茉里ですね	Editional	
茉里	大角茉里ですね	Editional	
アナウンサー	大角茉里ですね	Editional	
すみ	大角茉里ですね	Editional	
まり	大角茉里ですね	Editional	
横山	横山信一ですね	Editional	
信一	横山信一ですね	Editional	
水産	横山信一ですね	Editional	
議員	横山信一ですね	Editional	
こやま	横山信一ですね	Editional	
日本	青柳盛雄ですね	Editional	
法律	青柳盛雄ですね	Editional	
事件	青柳盛雄ですね	Editional	
月	青柳盛雄ですね	Editional	
共産党	青柳盛雄ですね	Editional	
打越	打越裕樹ですね	Editional	
裕樹	打越裕樹ですね	Editional	
うち	打越裕樹ですね	Editional	
月	打越裕樹ですね	Editional	
アナウンサー	打越裕樹ですね	Editional	
橘	FRIEND (橘慶太の曲)ですね	Editional	
慶太	FRIEND (橘慶太の曲)ですね	Editional	
曲	FRIEND (橘慶太の曲)ですね	Editional	
フレンド	FRIEND (橘慶太の曲)ですね	Editional	
シングル	FRIEND (橘慶太の曲)ですね	Editional	
鈴木	鈴木雅之 (声優)ですね	Editional	
雅之	鈴木雅之 (声優)ですね	Editional	
声優	鈴木雅之 (声優)ですね	Editional	
すずき	鈴木雅之 (声優)ですね	Editional	
まさゆき	鈴木雅之 (声優)ですね	Editional	
衆議院	早稲田柳右衛門ですね	Editional	
