Question	Answer	Source	Metadata
オリンピック	2018年平昌オリンピックのイスラエル選手団ですね	Editional	
イスラエル	2018年平昌オリンピックのイスラエル選手団ですね	Editional	
選手	2018年平昌オリンピックのイスラエル選手団ですね	Editional	
昌	2018年平昌オリンピックのウズベキスタン選手団ですね	Editional	
平	2018年平昌オリンピックのウズベキスタン選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのウズベキスタン選手団ですね	Editional	
ウズベキスタン	2018年平昌オリンピックのウズベキスタン選手団ですね	Editional	
選手	2018年平昌オリンピックのウズベキスタン選手団ですね	Editional	
昌	2018年平昌オリンピックのジョージア選手団ですね	Editional	
平	2018年平昌オリンピックのジョージア選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのジョージア選手団ですね	Editional	
ジョージア	2018年平昌オリンピックのジョージア選手団ですね	Editional	
選手	2018年平昌オリンピックのジョージア選手団ですね	Editional	
昌	2018年平昌オリンピックのラトビア選手団ですね	Editional	
平	2018年平昌オリンピックのラトビア選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのラトビア選手団ですね	Editional	
ラトビア	2018年平昌オリンピックのラトビア選手団ですね	Editional	
選手	2018年平昌オリンピックのラトビア選手団ですね	Editional	
昌	2018年平昌オリンピックのカザフスタン選手団ですね	Editional	
平	2018年平昌オリンピックのカザフスタン選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのカザフスタン選手団ですね	Editional	
カザフスタン	2018年平昌オリンピックのカザフスタン選手団ですね	Editional	
選手	2018年平昌オリンピックのカザフスタン選手団ですね	Editional	
昌	2018年平昌オリンピックのオーストラリア選手団ですね	Editional	
平	2018年平昌オリンピックのオーストラリア選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのオーストラリア選手団ですね	Editional	
オーストラリア	2018年平昌オリンピックのオーストラリア選手団ですね	Editional	
選手	2018年平昌オリンピックのオーストラリア選手団ですね	Editional	
昌	2018年平昌オリンピックのフランス選手団ですね	Editional	
フランス	2018年平昌オリンピックのフランス選手団ですね	Editional	
選手	2018年平昌オリンピックのフランス選手団ですね	Editional	
平	2018年平昌オリンピックのフランス選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのフランス選手団ですね	Editional	
金子	金子霜山ですね	Editional	
月	金子霜山ですね	Editional	
広島	金子霜山ですね	Editional	
藩儒	金子霜山ですね	Editional	
元年	金子霜山ですね	Editional	
漫画	佐藤晴美 (漫画家)ですね	Editional	
佐藤	佐藤晴美 (漫画家)ですね	Editional	
晴美	佐藤晴美 (漫画家)ですね	Editional	
月	佐藤晴美 (漫画家)ですね	Editional	
さとう	佐藤晴美 (漫画家)ですね	Editional	
キャラクター	TVアニメ『信長の忍び』キャラクターソング〜歌宴の術〜ですね	Editional	
アニメ	TVアニメ『信長の忍び』キャラクターソング〜歌宴の術〜ですね	Editional	
忍び	TVアニメ『信長の忍び』キャラクターソング〜歌宴の術〜ですね	Editional	
ソング	TVアニメ『信長の忍び』キャラクターソング〜歌宴の術〜ですね	Editional	
信長	TVアニメ『信長の忍び』キャラクターソング〜歌宴の術〜ですね	Editional	
姓	武田羅梨沙多胡ですね	Editional	
日本	武田羅梨沙多胡ですね	Editional	
武田	武田羅梨沙多胡ですね	Editional	
羅	武田羅梨沙多胡ですね	Editional	
梨沙	武田羅梨沙多胡ですね	Editional	
日本	松崎朝治ですね	Editional	
議員	松崎朝治ですね	Editional	
松崎	松崎朝治ですね	Editional	
衆議院	松崎朝治ですね	Editional	
埼玉	松崎朝治ですね	Editional	
岩端	岩端卓也ですね	Editional	
卓也	岩端卓也ですね	Editional	
たく	岩端卓也ですね	Editional	
月	岩端卓也ですね	Editional	
日本	岩端卓也ですね	Editional	
金子	金子雄祐ですね	Editional	
雄	金子雄祐ですね	Editional	
祐	金子雄祐ですね	Editional	
出身	金子雄祐ですね	Editional	
選手	金子雄祐ですね	Editional	
プロデューサー	鍋島和哉ですね	Editional	
鍋島	鍋島和哉ですね	Editional	
和哉	鍋島和哉ですね	Editional	
なべ	鍋島和哉ですね	Editional	
しま	鍋島和哉ですね	Editional	
月	第一次アルトワ会戦ですね	Editional	
攻勢	第一次アルトワ会戦ですね	Editional	
アル	第一次アルトワ会戦ですね	Editional	
トワ	第一次アルトワ会戦ですね	Editional	
フランス	第一次アルトワ会戦ですね	Editional	
岡田	岡田龍太郎ですね	Editional	
龍太郎	岡田龍太郎ですね	Editional	
りゅう	岡田龍太郎ですね	Editional	
月	岡田龍太郎ですね	Editional	
日本	岡田龍太郎ですね	Editional	
高校	佐保昂兵衛ですね	Editional	
大分	佐保昂兵衛ですね	Editional	
サッカー	佐保昂兵衛ですね	Editional	
佐保	佐保昂兵衛ですね	Editional	
昂	佐保昂兵衛ですね	Editional	
ドラマ	押田岳ですね	Editional	
押田	押田岳ですね	Editional	
岳	押田岳ですね	Editional	
テレビ	押田岳ですね	Editional	
舞台	押田岳ですね	Editional	
昌	2018年平昌オリンピックのデンマーク選手団ですね	Editional	
平	2018年平昌オリンピックのデンマーク選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのデンマーク選手団ですね	Editional	
デンマーク	2018年平昌オリンピックのデンマーク選手団ですね	Editional	
選手	2018年平昌オリンピックのデンマーク選手団ですね	Editional	
昌	2018年平昌オリンピックのポーランド選手団ですね	Editional	
平	2018年平昌オリンピックのポーランド選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのポーランド選手団ですね	Editional	
ポーランド	2018年平昌オリンピックのポーランド選手団ですね	Editional	
選手	2018年平昌オリンピックのポーランド選手団ですね	Editional	
昌	2018年平昌オリンピックのトルコ選手団ですね	Editional	
平	2018年平昌オリンピックのトルコ選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのトルコ選手団ですね	Editional	
トルコ	2018年平昌オリンピックのトルコ選手団ですね	Editional	
選手	2018年平昌オリンピックのトルコ選手団ですね	Editional	
昌	2018年平昌オリンピックのハンガリー選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのハンガリー選手団ですね	Editional	
ハンガリー	2018年平昌オリンピックのハンガリー選手団ですね	Editional	
平	2018年平昌オリンピックのハンガリー選手団ですね	Editional	
選手	2018年平昌オリンピックのハンガリー選手団ですね	Editional	
昌	2018年平昌オリンピックのベルギー選手団ですね	Editional	
平	2018年平昌オリンピックのベルギー選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのベルギー選手団ですね	Editional	
ベルギー	2018年平昌オリンピックのベルギー選手団ですね	Editional	
選手	2018年平昌オリンピックのベルギー選手団ですね	Editional	
昌	2018年平昌オリンピックのウクライナ選手団ですね	Editional	
平	2018年平昌オリンピックのウクライナ選手団ですね	Editional	
オリンピック	2018年平昌オリンピックのウクライナ選手団ですね	Editional	
ウクライナ	2018年平昌オリンピックのウクライナ選手団ですね	Editional	
選手	2018年平昌オリンピックのウクライナ選手団ですね	Editional	
パチンコ	神谷玲子ですね	Editional	
月	神谷玲子ですね	Editional	
モデル	神谷玲子ですね	Editional	
ライター	神谷玲子ですね	Editional	
神谷	神谷玲子ですね	Editional	
中島	中島啓勝ですね	Editional	
啓	中島啓勝ですね	Editional	
日本	中島啓勝ですね	Editional	
政治	中島啓勝ですね	Editional	
思想	中島啓勝ですね	Editional	
教授	橘博ですね	Editional	
橘	橘博ですね	Editional	
博	橘博ですね	Editional	
月	橘博ですね	Editional	
大阪	橘博ですね	Editional	
委員	平岡忠次郎ですね	Editional	
日本	平岡忠次郎ですね	Editional	
議員	平岡忠次郎ですね	Editional	
平岡	平岡忠次郎ですね	Editional	
埼玉	平岡忠次郎ですね	Editional	
フィルター	ミッチェル・ネトラバリ・フィルターですね	Editional	
スプライン	ミッチェル・ネトラバリ・フィルターですね	Editional	
ピクセル	ミッチェル・ネトラバリ・フィルターですね	Editional	
パラメーター	ミッチェル・ネトラバリ・フィルターですね	Editional	
画像	ミッチェル・ネトラバリ・フィルターですね	Editional	
動物	ダニエル・ジロード・エリオットですね	Editional	
ダニエル	ダニエル・ジロード・エリオットですね	Editional	
学者	ダニエル・ジロード・エリオットですね	Editional	
アメリカ	ダニエル・ジロード・エリオットですね	Editional	
学会	ダニエル・ジロード・エリオットですね	Editional	
問屋	伊勢屋惣右衛門ですね	Editional	
伊勢屋	伊勢屋惣右衛門ですね	Editional	
惣右衛門	伊勢屋惣右衛門ですね	Editional	
地本	伊勢屋惣右衛門ですね	Editional	
没年	伊勢屋惣右衛門ですね	Editional	
始	始安郡ですね	Editional	
安	始安郡ですね	Editional	
桂	始安郡ですね	Editional	
建	始安郡ですね	Editional	
元年	始安郡ですね	Editional	
月	ルーカス・シュミッツですね	Editional	
西ドイツ	ルーカス・シュミッツですね	Editional	
出身	ルーカス・シュミッツですね	Editional	
サッカー	ルーカス・シュミッツですね	Editional	
選手	ルーカス・シュミッツですね	Editional	
大阪	太田宇兵衛ですね	Editional	
履物	太田宇兵衛ですね	Editional	
太田	太田宇兵衛ですね	Editional	
商	太田宇兵衛ですね	Editional	
多額	太田宇兵衛ですね	Editional	
興	始興郡ですね	Editional	
始	始興郡ですね	Editional	
陽	始興郡ですね	Editional	
元年	始興郡ですね	Editional	
桂	始興郡ですね	Editional	
ポーランド	アダム・ボジェクですね	Editional	
アダム	アダム・ボジェクですね	Editional	
月	アダム・ボジェクですね	Editional	
出身	アダム・ボジェクですね	Editional	
プロ	アダム・ボジェクですね	Editional	
リーグ	熊田瑠偉ですね	Editional	
熊田	熊田瑠偉ですね	Editional	
月	熊田瑠偉ですね	Editional	
ジュニア	熊田瑠偉ですね	Editional	
くま	熊田瑠偉ですね	Editional	
森	森生文乃ですね	Editional	
文乃	森生文乃ですね	Editional	
あやの	森生文乃ですね	Editional	
月	森生文乃ですね	Editional	
日本	森生文乃ですね	Editional	
矢野	矢野宏 (評論家)ですね	Editional	
宏	矢野宏 (評論家)ですね	Editional	
日本	矢野宏 (評論家)ですね	Editional	
英語	矢野宏 (評論家)ですね	Editional	
学校	矢野宏 (評論家)ですね	Editional	
竜巻	竜巻竜次ですね	Editional	
竜次	竜巻竜次ですね	Editional	
月	竜巻竜次ですね	Editional	
漫画	竜巻竜次ですね	Editional	
まき	竜巻竜次ですね	Editional	
日本	師岡栄一ですね	Editional	
埼玉	師岡栄一ですね	Editional	
衆議院	師岡栄一ですね	Editional	
議員	師岡栄一ですね	Editional	
党	師岡栄一ですね	Editional	
タン	ネオタントラですね	Editional	
トラ	ネオタントラですね	Editional	
西洋	ネオタントラですね	Editional	
精神	ネオタントラですね	Editional	
ネオ	ネオタントラですね	Editional	
山川	山川大山ですね	Editional	
大山	山川大山ですね	Editional	
大字	山川大山ですね	Editional	
指宿	山川大山ですね	Editional	
郷	山川大山ですね	Editional	
月	石田稔ですね	Editional	
取締役	石田稔ですね	Editional	
石田	石田稔ですね	Editional	
稔	石田稔ですね	Editional	
青森放送	石田稔ですね	Editional	
ポール	ポール・トゥルニエですね	Editional	
月	ポール・トゥルニエですね	Editional	
スイス	ポール・トゥルニエですね	Editional	
精神	ポール・トゥルニエですね	Editional	
福元	福元ですね	Editional	
ふく	福元ですね	Editional	
月	山本恒太ですね	Editional	
取締役	山本恒太ですね	Editional	
山本	山本恒太ですね	Editional	
恒	山本恒太ですね	Editional	
太	山本恒太ですね	Editional	
秋	蜷川秋秀ですね	Editional	
毛利	蜷川秋秀ですね	Editional	
家臣	蜷川秋秀ですね	Editional	
秀	蜷川秋秀ですね	Editional	
輝元	蜷川秋秀ですね	Editional	
秋	毛利千満丸ですね	Editional	
