Question	Answer	Source	Metadata
シングル	SEASON (織田哲郎の曲)ですね	Editional	
田中	SEASON (織田哲郎の曲)ですね	Editional	
織田	SEASON (織田哲郎の曲)ですね	Editional	
哲郎	SEASON (織田哲郎の曲)ですね	Editional	
城	亀山城 (備前国)ですね	Editional	
岡山	亀山城 (備前国)ですね	Editional	
東	亀山城 (備前国)ですね	Editional	
信正	亀山城 (備前国)ですね	Editional	
宇喜多	亀山城 (備前国)ですね	Editional	
奥村	奥村易直ですね	Editional	
保	奥村易直ですね	Editional	
易	奥村易直ですね	Editional	
直	奥村易直ですね	Editional	
温良	奥村易直ですね	Editional	
佐竹	佐竹一彦ですね	Editional	
一彦	佐竹一彦ですね	Editional	
作家	佐竹一彦ですね	Editional	
警察	佐竹一彦ですね	Editional	
巡査	佐竹一彦ですね	Editional	
若狭	若狭敬一のワカサギですね	Editional	
敬一	若狭敬一のワカサギですね	Editional	
ワカサギ	若狭敬一のワカサギですね	Editional	
番組	若狭敬一のワカサギですね	Editional	
月	若狭敬一のワカサギですね	Editional	
鈴木	鈴木享明ですね	Editional	
享	鈴木享明ですね	Editional	
明	鈴木享明ですね	Editional	
すずき	鈴木享明ですね	Editional	
みち	鈴木享明ですね	Editional	
夏実	赤崎夏実ですね	Editional	
エレクトーン	赤崎夏実ですね	Editional	
赤崎	赤崎夏実ですね	Editional	
赤	赤崎夏実ですね	Editional	
あか	赤崎夏実ですね	Editional	
陸前高田	中里長門ですね	Editional	
市長	中里長門ですね	Editional	
中里	中里長門ですね	Editional	
月	中里長門ですね	Editional	
日本	中里長門ですね	Editional	
宇和島	川崎宏ですね	Editional	
明治	川崎宏ですね	Editional	
愛媛	川崎宏ですね	Editional	
文学	川崎宏ですね	Editional	
県立	川崎宏ですね	Editional	
大学	国広ジョージですね	Editional	
ジョージ	国広ジョージですね	Editional	
アメリカ	国広ジョージですね	Editional	
国広	国広ジョージですね	Editional	
教授	国広ジョージですね	Editional	
航空	トムソン航空の就航都市ですね	Editional	
トムソン	トムソン航空の就航都市ですね	Editional	
都市	トムソン航空の就航都市ですね	Editional	
イギリス	トムソン航空の就航都市ですね	Editional	
会社	トムソン航空の就航都市ですね	Editional	
アイルランド	聖パトリック旗ですね	Editional	
聖	聖パトリック旗ですね	Editional	
パトリック	聖パトリック旗ですね	Editional	
十字	聖パトリック旗ですね	Editional	
旗	聖パトリック旗ですね	Editional	
クラス	フリアン・シモンですね	Editional	
シリーズ	フリアン・シモンですね	Editional	
シモン	フリアン・シモンですね	Editional	
シーズン	フリアン・シモンですね	Editional	
ロードレース	フリアン・シモンですね	Editional	
丹羽	丹羽美之ですね	Editional	
美之	丹羽美之ですね	Editional	
東京大学	丹羽美之ですね	Editional	
大学院	丹羽美之ですね	Editional	
准	丹羽美之ですね	Editional	
奥村	奥村栄通ですね	Editional	
栄	奥村栄通ですね	Editional	
月	奥村栄通ですね	Editional	
加賀	奥村栄通ですね	Editional	
明治	奥村栄通ですね	Editional	
沖縄	平良良松ですね	Editional	
市長	平良良松ですね	Editional	
月	平良良松ですね	Editional	
那覇	平良良松ですね	Editional	
平良	平良良松ですね	Editional	
音	音好宏ですね	Editional	
好宏	音好宏ですね	Editional	
おと	音好宏ですね	Editional	
よしひろ	音好宏ですね	Editional	
月	音好宏ですね	Editional	
岩下	岩下家一ですね	Editional	
ホテル	岩下家一ですね	Editional	
月	岩下家一ですね	Editional	
子爵	岩下家一ですね	Editional	
平	岩下家一ですね	Editional	
俳句	孝橋謙二ですね	Editional	
現代	孝橋謙二ですね	Editional	
孝	孝橋謙二ですね	Editional	
謙二	孝橋謙二ですね	Editional	
月	孝橋謙二ですね	Editional	
昭和	吉積正雄ですね	Editional	
陸軍	吉積正雄ですね	Editional	
参謀	吉積正雄ですね	Editional	
月	吉積正雄ですね	Editional	
本部	吉積正雄ですね	Editional	
小針	小針土建ですね	Editional	
土建	小針土建ですね	Editional	
標津	小針土建ですね	Editional	
中標津	小針土建ですね	Editional	
株式会社	小針土建ですね	Editional	
奥村	奥村栄政ですね	Editional	
栄	奥村栄政ですね	Editional	
前田	奥村栄政ですね	Editional	
月	奥村栄政ですね	Editional	
父	奥村栄政ですね	Editional	
新選	國定拓弥ですね	Editional	
月	國定拓弥ですね	Editional	
國	國定拓弥ですね	Editional	
拓	國定拓弥ですね	Editional	
弥	國定拓弥ですね	Editional	
京都	関義哉ですね	Editional	
月	関義哉ですね	Editional	
新選	関義哉ですね	Editional	
メンバー	関義哉ですね	Editional	
出身	関義哉ですね	Editional	
月	志村けんのFIRST STAGE〜はじめの一歩〜ですね	Editional	
番組	志村けんのFIRST STAGE〜はじめの一歩〜ですね	Editional	
志村	志村けんのFIRST STAGE〜はじめの一歩〜ですね	Editional	
志	志村けんのFIRST STAGE〜はじめの一歩〜ですね	Editional	
むら	志村けんのFIRST STAGE〜はじめの一歩〜ですね	Editional	
月	ダニエル・バードですね	Editional	
マイナー	ダニエル・バードですね	Editional	
プロ	ダニエル・バードですね	Editional	
野球	ダニエル・バードですね	Editional	
メジャー	ダニエル・バードですね	Editional	
宝塚歌劇団	摩耶明美ですね	Editional	
月	摩耶明美ですね	Editional	
摩耶	摩耶明美ですね	Editional	
明美	摩耶明美ですね	Editional	
雪	摩耶明美ですね	Editional	
檜垣	檜垣さゆりですね	Editional	
さゆり	檜垣さゆりですね	Editional	
月	檜垣さゆりですね	Editional	
関西	檜垣さゆりですね	Editional	
中心	檜垣さゆりですね	Editional	
会	石井竜生ですね	Editional	
石井	石井竜生ですね	Editional	
藤岡	石井竜生ですね	Editional	
竜	石井竜生ですね	Editional	
作家	石井竜生ですね	Editional	
石井	井原まなみですね	Editional	
まなみ	井原まなみですね	Editional	
竜	井原まなみですね	Editional	
井原	井原まなみですね	Editional	
月	井原まなみですね	Editional	
明治	三間正弘ですね	Editional	
月	三間正弘ですね	Editional	
警視	三間正弘ですね	Editional	
憲兵	三間正弘ですね	Editional	
陸軍	三間正弘ですね	Editional	
昭和	菊池俊吉ですね	Editional	
写真	菊池俊吉ですね	Editional	
月	菊池俊吉ですね	Editional	
科学	菊池俊吉ですね	Editional	
東京	菊池俊吉ですね	Editional	
戦隊	加藤弘之 (テレビドラマ監督)ですね	Editional	
助監督	加藤弘之 (テレビドラマ監督)ですね	Editional	
シリーズ	加藤弘之 (テレビドラマ監督)ですね	Editional	
チーフ	加藤弘之 (テレビドラマ監督)ですね	Editional	
テレビ	加藤弘之 (テレビドラマ監督)ですね	Editional	
ヨウ	ヨウ素酸アンモニウムですね	Editional	
素	ヨウ素酸アンモニウムですね	Editional	
酸	ヨウ素酸アンモニウムですね	Editional	
アンモニウム	ヨウ素酸アンモニウムですね	Editional	
アンモニア	ヨウ素酸アンモニウムですね	Editional	
月	持原大志ですね	Editional	
競馬	持原大志ですね	Editional	
騎手	持原大志ですね	Editional	
厩舎	持原大志ですね	Editional	
地方	持原大志ですね	Editional	
黒田	黒田治宗ですね	Editional	
宗	黒田治宗ですね	Editional	
山中	黒田治宗ですね	Editional	
治	黒田治宗ですね	Editional	
不詳	黒田治宗ですね	Editional	
女子	ボンジュール・ベースボールですね	Editional	
野球	ボンジュール・ベースボールですね	Editional	
ボン	ボンジュール・ベースボールですね	Editional	
ジュール	ボンジュール・ベースボールですね	Editional	
ベースボール	ボンジュール・ベースボールですね	Editional	
岡本	岡本城 (下野国)ですね	Editional	
富	岡本城 (下野国)ですね	Editional	
玉	岡本城 (下野国)ですね	Editional	
居城	岡本城 (下野国)ですね	Editional	
郭	岡本城 (下野国)ですね	Editional	
日本	大山春美ですね	Editional	
バスケットボール	大山春美ですね	Editional	
大山	大山春美ですね	Editional	
春美	大山春美ですね	Editional	
リーグ	大山春美ですね	Editional	
航空	カール・イールソンですね	Editional	
アラスカ	カール・イールソンですね	Editional	
パイロット	カール・イールソンですね	Editional	
極地	カール・イールソンですね	Editional	
アメリカ	カール・イールソンですね	Editional	
ヨウ	ヨウ化エチルですね	Editional	
エチル	ヨウ化エチルですね	Editional	
素	ヨウ化エチルですね	Editional	
リン	ヨウ化エチルですね	Editional	
空気	ヨウ化エチルですね	Editional	
中標津	伝成館ですね	Editional	
試験場	伝成館ですね	Editional	
庁舎	伝成館ですね	Editional	
建物	伝成館ですね	Editional	
成	伝成館ですね	Editional	
水品	水品浩ですね	Editional	
浩	水品浩ですね	Editional	
月	水品浩ですね	Editional	
日本	水品浩ですね	Editional	
株式会社	水品浩ですね	Editional	
日本	窪田篤人ですね	Editional	
脚本	窪田篤人ですね	Editional	
窪田	窪田篤人ですね	Editional	
篤人	窪田篤人ですね	Editional	
月	窪田篤人ですね	Editional	
医学	川勝忍ですね	Editional	
精神	川勝忍ですね	Editional	
川勝	川勝忍ですね	Editional	
忍	川勝忍ですね	Editional	
山形大学	川勝忍ですね	Editional	
月	弦本悠希ですね	Editional	
徳島	弦本悠希ですね	Editional	
球団	弦本悠希ですね	Editional	
選手	弦本悠希ですね	Editional	
高校	弦本悠希ですね	Editional	
ヨウ	塩化ヨウ素ですね	Editional	
素	塩化ヨウ素ですね	Editional	
蒼	蒼井さやですね	Editional	
井	蒼井さやですね	Editional	
月	蒼井さやですね	Editional	
グラビア	蒼井さやですね	Editional	
モデル	蒼井さやですね	Editional	
陸軍	山田良之助 (陸軍軍人)ですね	Editional	
大正	山田良之助 (陸軍軍人)ですね	Editional	
月	山田良之助 (陸軍軍人)ですね	Editional	
歩兵	山田良之助 (陸軍軍人)ですね	Editional	
山田	山田良之助 (陸軍軍人)ですね	Editional	
委員	河東泰之ですね	Editional	
東京大学	河東泰之ですね	Editional	
公文	河東泰之ですね	Editional	
作用素	河東泰之ですね	Editional	
環	河東泰之ですね	Editional	
りえ	鵜飼りえですね	Editional	
鵜飼	鵜飼りえですね	Editional	
グラビア	鵜飼りえですね	Editional	
モデル	鵜飼りえですね	Editional	
関西	鵜飼りえですね	Editional	
陸軍	若山善太郎ですね	Editional	
工兵	若山善太郎ですね	Editional	
大正	若山善太郎ですね	Editional	
昭和	若山善太郎ですね	Editional	
学校	若山善太郎ですね	Editional	
坂出	坂出西中継局ですね	Editional	
チャンネル	坂出西中継局ですね	Editional	
宇多津	坂出西中継局ですね	Editional	
アナログ	坂出西中継局ですね	Editional	
西	坂出西中継局ですね	Editional	
山形	金澤忠雄ですね	Editional	
市長	金澤忠雄ですね	Editional	
平成	金澤忠雄ですね	Editional	
金澤	金澤忠雄ですね	Editional	
月	金澤忠雄ですね	Editional	
ピアノ	福田舞 (1980年生の歌手)ですね	Editional	
歌手	福田舞 (1980年生の歌手)ですね	Editional	
福田	福田舞 (1980年生の歌手)ですね	Editional	
舞	福田舞 (1980年生の歌手)ですね	Editional	
教室	福田舞 (1980年生の歌手)ですね	Editional	
警察	松井茂ですね	Editional	
協会	松井茂ですね	Editional	
消防	松井茂ですね	Editional	
日本	松井茂ですね	Editional	
広島	松井茂ですね	Editional	
福田	福田舞ですね	Editional	
舞	福田舞ですね	Editional	
ふく	福田舞ですね	Editional	
米子	野坂寛治ですね	Editional	
野坂	野坂寛治ですね	Editional	
月	野坂寛治ですね	Editional	
昭和	野坂寛治ですね	Editional	
明治	野坂寛治ですね	Editional	
月	坂田桂三ですね	Editional	
坂田	坂田桂三ですね	Editional	
桂三	坂田桂三ですね	Editional	
日本	坂田桂三ですね	Editional	
弁護士	坂田桂三ですね	Editional	
空軍	ジョゼフ・キッティンジャーですね	Editional	
航空	ジョゼフ・キッティンジャーですね	Editional	
気球	ジョゼフ・キッティンジャーですね	Editional	
月	ジョゼフ・キッティンジャーですね	Editional	
アメリカ	ジョゼフ・キッティンジャーですね	Editional	
ロケ	森貴洋ですね	Editional	
番組	森貴洋ですね	Editional	
