Question	Answer	Source	Metadata
田澤	田澤稲舟ですね	Editional	
鶴岡	田澤稲舟ですね	Editional	
月	デニス・ホールマンですね	Editional	
王座	デニス・ホールマンですね	Editional	
負け	デニス・ホールマンですね	Editional	
デニス	デニス・ホールマンですね	Editional	
ホー	デニス・ホールマンですね	Editional	
ヨルダン	ヨルダンの国章ですね	Editional	
国	ヨルダンの国章ですね	Editional	
紋章	ヨルダンの国章ですね	Editional	
金色	ヨルダンの国章ですね	Editional	
章	ヨルダンの国章ですね	Editional	
月	ダスティン・ヘイズレットですね	Editional	
負け	ダスティン・ヘイズレットですね	Editional	
柔術	ダスティン・ヘイズレットですね	Editional	
黒	ダスティン・ヘイズレットですね	Editional	
ダスティン	ダスティン・ヘイズレットですね	Editional	
庄司	庄司ゆうこですね	Editional	
月	庄司ゆうこですね	Editional	
ヨガ	庄司ゆうこですね	Editional	
ゆうこ	庄司ゆうこですね	Editional	
女優	庄司ゆうこですね	Editional	
漫画	小宮裕太ですね	Editional	
作品	小宮裕太ですね	Editional	
小宮	小宮裕太ですね	Editional	
裕	小宮裕太ですね	Editional	
太	小宮裕太ですね	Editional	
警察	吉川警察署ですね	Editional	
吉川	吉川警察署ですね	Editional	
三郷	吉川警察署ですね	Editional	
埼玉	吉川警察署ですね	Editional	
しょ	吉川警察署ですね	Editional	
中村	中村霞仙 (初代)ですね	Editional	
十郎	中村霞仙 (初代)ですね	Editional	
霞	中村霞仙 (初代)ですね	Editional	
仙	中村霞仙 (初代)ですね	Editional	
明治	中村霞仙 (初代)ですね	Editional	
政光	小山政光ですね	Editional	
頼朝	小山政光ですね	Editional	
小山	小山政光ですね	Editional	
武士	小山政光ですね	Editional	
月	小山政光ですね	Editional	
キュリー	キュリー・ワイスの法則ですね	Editional	
磁性	キュリー・ワイスの法則ですね	Editional	
温度	キュリー・ワイスの法則ですね	Editional	
強	キュリー・ワイスの法則ですね	Editional	
ワイス	キュリー・ワイスの法則ですね	Editional	
フィッシャー	リー・フィッシャーですね	Editional	
オハイオ	リー・フィッシャーですね	Editional	
知事	リー・フィッシャーですね	Editional	
共和党	リー・フィッシャーですね	Editional	
候補	リー・フィッシャーですね	Editional	
フォワード	ティム・トーマス (バスケットボール)ですね	Editional	
バスケットボール	ティム・トーマス (バスケットボール)ですね	Editional	
ティム	ティム・トーマス (バスケットボール)ですね	Editional	
トーマス	ティム・トーマス (バスケットボール)ですね	Editional	
月	ティム・トーマス (バスケットボール)ですね	Editional	
月	高橋美徳ですね	Editional	
ジム	高橋美徳ですね	Editional	
ボクシング	高橋美徳ですね	Editional	
王座	高橋美徳ですね	Editional	
高校	高橋美徳ですね	Editional	
競馬	安藤裕 (競馬)ですね	Editional	
騎手	安藤裕 (競馬)ですね	Editional	
安藤	安藤裕 (競馬)ですね	Editional	
カナダ	安藤裕 (競馬)ですね	Editional	
裕	安藤裕 (競馬)ですね	Editional	
松永	盲人探偵・松永礼太郎ですね	Editional	
盲人	盲人探偵・松永礼太郎ですね	Editional	
礼	盲人探偵・松永礼太郎ですね	Editional	
太郎	盲人探偵・松永礼太郎ですね	Editional	
ドラマ	盲人探偵・松永礼太郎ですね	Editional	
プロ	上田好剛ですね	Editional	
野球	上田好剛ですね	Editional	
上田	上田好剛ですね	Editional	
剛	上田好剛ですね	Editional	
うえ	上田好剛ですね	Editional	
佐々木	佐々木爲俊ですね	Editional	
源	佐々木爲俊ですね	Editional	
ささき	佐々木爲俊ですね	Editional	
ため	佐々木爲俊ですね	Editional	
平安	佐々木爲俊ですね	Editional	
マリヤ	マリヤ・ドルゴルーコヴァですね	Editional	
ロマノフ	マリヤ・ドルゴルーコヴァですね	Editional	
