Question	Answer	Source	Metadata
参議院	楠見義男ですね	Editional	
議員	楠見義男ですね	Editional	
農林	楠見義男ですね	Editional	
韓	馬韓の歴代国王一覧ですね	Editional	
歴代	馬韓の歴代国王一覧ですね	Editional	
国王	馬韓の歴代国王一覧ですね	Editional	
馬	馬韓の歴代国王一覧ですね	Editional	
ばか	馬韓の歴代国王一覧ですね	Editional	
大学	杉栄三郎ですね	Editional	
明治	杉栄三郎ですね	Editional	
昭和	杉栄三郎ですね	Editional	
帝室	杉栄三郎ですね	Editional	
博物館	杉栄三郎ですね	Editional	
月	アレクサンドル・オスキンですね	Editional	
戦車	アレクサンドル・オスキンですね	Editional	
オス	アレクサンドル・オスキンですね	Editional	
キン	アレクサンドル・オスキンですね	Editional	
モスクワ	アレクサンドル・オスキンですね	Editional	
康	康王 (馬韓)ですね	Editional	
韓	康王 (馬韓)ですね	Editional	
王	康王 (馬韓)ですね	Editional	
卓	康王 (馬韓)ですね	Editional	
馬	康王 (馬韓)ですね	Editional	
須藤	須藤貴ですね	Editional	
貴	須藤貴ですね	Editional	
月	須藤貴ですね	Editional	
北海道	須藤貴ですね	Editional	
札幌	須藤貴ですね	Editional	
南江	南江治郎ですね	Editional	
亀岡	南江治郎ですね	Editional	
昭和	南江治郎ですね	Editional	
日本	南江治郎ですね	Editional	
理事	南江治郎ですね	Editional	
ハリソン	リリー・パルマーですね	Editional	
ドイツ	リリー・パルマーですね	Editional	
月	リリー・パルマーですね	Editional	
女優	リリー・パルマーですね	Editional	
俳優	リリー・パルマーですね	Editional	
沢庵	渥美沢庵ですね	Editional	
大根	渥美沢庵ですね	Editional	
漬物	渥美沢庵ですね	Editional	
業者	渥美沢庵ですね	Editional	
渥美	渥美沢庵ですね	Editional	
美術	佐々木秀憲ですね	Editional	
佐賀	佐々木秀憲ですね	Editional	
専門	佐々木秀憲ですね	Editional	
日本	佐々木秀憲ですね	Editional	
有田	佐々木秀憲ですね	Editional	
安王	安王 (馬韓)ですね	Editional	
韓	安王 (馬韓)ですね	Editional	
龕	安王 (馬韓)ですね	Editional	
馬	安王 (馬韓)ですね	Editional	
王	安王 (馬韓)ですね	Editional	
趙	趙染ですね	Editional	
染	趙染ですね	Editional	
劉	趙染ですね	Editional	
将軍	趙染ですね	Editional	
司馬	趙染ですね	Editional	
濱尾	濱尾式080型ですね	Editional	
平成	濱尾式080型ですね	Editional	
機体	濱尾式080型ですね	Editional	
構造	濱尾式080型ですね	Editional	
木製	濱尾式080型ですね	Editional	
漫画	新井キヒロですね	Editional	
ハゲ	新井キヒロですね	Editional	
新井	新井キヒロですね	Editional	
コンプレックス	新井キヒロですね	Editional	
言霊	新井キヒロですね	Editional	
メアリー	メアリー・ライゴンですね	Editional	
公爵	メアリー・ライゴンですね	Editional	
月	メアリー・ライゴンですね	Editional	
夫人	メアリー・ライゴンですね	Editional	
ロシア	メアリー・ライゴンですね	Editional	
女優	二宮和香ですね	Editional	
二宮	二宮和香ですね	Editional	
和香	二宮和香ですね	Editional	
月	二宮和香ですね	Editional	
音楽	二宮和香ですね	Editional	
恵	恵王 (馬韓)ですね	Editional	
韓	恵王 (馬韓)ですね	Editional	
寔	恵王 (馬韓)ですね	Editional	
馬	恵王 (馬韓)ですね	Editional	
王	恵王 (馬韓)ですね	Editional	
池田	池田美千瑠ですね	Editional	
美	池田美千瑠ですね	Editional	
振付	池田美千瑠ですね	Editional	
ダンサー	池田美千瑠ですね	Editional	
舞台	池田美千瑠ですね	Editional	
西郷	西郷豊ですね	Editional	
豊	西郷豊ですね	Editional	
さい	西郷豊ですね	Editional	
ゆたか	西郷豊ですね	Editional	
月	西郷豊ですね	Editional	
樫	樫原一郎ですね	Editional	
原	樫原一郎ですね	Editional	
一郎	樫原一郎ですね	Editional	
月	樫原一郎ですね	Editional	
映画	樫原一郎ですね	Editional	
敬之	山田敬之 (浮世絵師)ですね	Editional	
春	山田敬之 (浮世絵師)ですね	Editional	
章	山田敬之 (浮世絵師)ですね	Editional	
山田	山田敬之 (浮世絵師)ですね	Editional	
浮世絵	山田敬之 (浮世絵師)ですね	Editional	
宗像	宗像善樹ですね	Editional	
善	宗像善樹ですね	Editional	
浦和	宗像善樹ですね	Editional	
さいたま	宗像善樹ですね	Editional	
日本	宗像善樹ですね	Editional	
教授	中村明蔵ですね	Editional	
日本	中村明蔵ですね	Editional	
大学	中村明蔵ですね	Editional	
中村	中村明蔵ですね	Editional	
明	中村明蔵ですね	Editional	
広島	大内義直ですね	Editional	
月	大内義直ですね	Editional	
昭和	大内義直ですね	Editional	
女子	大内義直ですね	Editional	
校長	大内義直ですね	Editional	
人間	永渕康之ですね	Editional	
科学	永渕康之ですね	Editional	
大阪大学	永渕康之ですね	Editional	
大学	永渕康之ですね	Editional	
渕	永渕康之ですね	Editional	
大岡	大岡俊彦ですね	Editional	
俊彦	大岡俊彦ですね	Editional	
映画	大岡俊彦ですね	Editional	
ディレクター	大岡俊彦ですね	Editional	
としひこ	大岡俊彦ですね	Editional	
島尻	島尻 (曖昧さ回避)ですね	Editional	
鱗形	鱗形屋孫兵衛ですね	Editional	
孫	鱗形屋孫兵衛ですね	Editional	
兵衛	鱗形屋孫兵衛ですね	Editional	
鳥居	鱗形屋孫兵衛ですね	Editional	
作品	鱗形屋孫兵衛ですね	Editional	
天野	天野屋 (千代田区)ですね	Editional	
千代田	天野屋 (千代田区)ですね	Editional	
糀	天野屋 (千代田区)ですね	Editional	
あま	天野屋 (千代田区)ですね	Editional	
東京	天野屋 (千代田区)ですね	Editional	
小宮山	小宮山昇平ですね	Editional	
昇平	小宮山昇平ですね	Editional	
明治	小宮山昇平ですね	Editional	
こ	小宮山昇平ですね	Editional	
みやま	小宮山昇平ですね	Editional	
リーグ	ハリー・ストービーですね	Editional	
本塁打	ハリー・ストービーですね	Editional	
月	ハリー・ストービーですね	Editional	
史上	ハリー・ストービーですね	Editional	
選手	ハリー・ストービーですね	Editional	
銀行	金木銀行ですね	Editional	
津島	金木銀行ですね	Editional	
金木	金木銀行ですね	Editional	
役員	金木銀行ですね	Editional	
会社	金木銀行ですね	Editional	
作家	新井桜奈ですね	Editional	
番組	新井桜奈ですね	Editional	
桜	新井桜奈ですね	Editional	
映画	新井桜奈ですね	Editional	
エネルギー	新井桜奈ですね	Editional	
高知	桑原彩音ですね	Editional	
桑原	桑原彩音ですね	Editional	
ダンサー	桑原彩音ですね	Editional	
彩	桑原彩音ですね	Editional	
月	桑原彩音ですね	Editional	
明王	明王 (馬韓)ですね	Editional	
韓	明王 (馬韓)ですね	Editional	
武	明王 (馬韓)ですね	Editional	
馬	明王 (馬韓)ですね	Editional	
王	明王 (馬韓)ですね	Editional	
北沢	北沢秋ですね	Editional	
秋	北沢秋ですね	Editional	
しゅう	北沢秋ですね	Editional	
日本	北沢秋ですね	Editional	
小説	北沢秋ですね	Editional	
谷本	谷本麻衣ですね	Editional	
麻衣	谷本麻衣ですね	Editional	
岡山	谷本麻衣ですね	Editional	
月	谷本麻衣ですね	Editional	
出身	谷本麻衣ですね	Editional	
孝	孝王 (馬韓)ですね	Editional	
韓	孝王 (馬韓)ですね	Editional	
亨	孝王 (馬韓)ですね	Editional	
馬	孝王 (馬韓)ですね	Editional	
王	孝王 (馬韓)ですね	Editional	
襄	襄王 (馬韓)ですね	Editional	
韓	襄王 (馬韓)ですね	Editional	
王	襄王 (馬韓)ですね	Editional	
馬	襄王 (馬韓)ですね	Editional	
期間	襄王 (馬韓)ですね	Editional	
ゆ	黒澤はゆまですね	Editional	
黒澤	黒澤はゆまですね	Editional	
日本	黒澤はゆまですね	Editional	
男性	黒澤はゆまですね	Editional	
作家	黒澤はゆまですね	Editional	
アクション	谷口洋行ですね	Editional	
谷口	谷口洋行ですね	Editional	
俳優	谷口洋行ですね	Editional	
洋行	谷口洋行ですね	Editional	
日本	谷口洋行ですね	Editional	
ピカ	チャールズ・ピカリング (博物学者)ですね	Editional	
リング	チャールズ・ピカリング (博物学者)ですね	Editional	
チャールズ	チャールズ・ピカリング (博物学者)ですね	Editional	
アメリカ合衆国	チャールズ・ピカリング (博物学者)ですね	Editional	
医師	チャールズ・ピカリング (博物学者)ですね	Editional	
月	三上元ですね	Editional	
