Question	Answer	Source	Metadata
教授	岩田修二ですね	Editional	
地理	岩田修二ですね	Editional	
東京都立大学	岩田修二ですね	Editional	
地形	岩田修二ですね	Editional	
日本	岩田修二ですね	Editional	
海水	山崎利勝ですね	Editional	
映画	山崎利勝ですね	Editional	
専門	山崎利勝ですね	Editional	
山崎	山崎利勝ですね	Editional	
利勝	山崎利勝ですね	Editional	
日本	栗原幸夫ですね	Editional	
栗原	栗原幸夫ですね	Editional	
幸夫	栗原幸夫ですね	Editional	
左翼	栗原幸夫ですね	Editional	
文学	栗原幸夫ですね	Editional	
東野	東野利夫ですね	Editional	
利夫	東野利夫ですね	Editional	
日本	東野利夫ですね	Editional	
医学	東野利夫ですね	Editional	
医師	東野利夫ですね	Editional	
月	早田功駿ですね	Editional	
競馬	早田功駿ですね	Editional	
大井	早田功駿ですね	Editional	
地方	早田功駿ですね	Editional	
騎手	早田功駿ですね	Editional	
高橋	高橋秀夫ですね	Editional	
秀夫	高橋秀夫ですね	Editional	
たかはし	高橋秀夫ですね	Editional	
ひで	高橋秀夫ですね	Editional	
兵庫	高橋秀夫ですね	Editional	
児玉	児玉遠岩ですね	Editional	
系図	児玉遠岩ですね	Editional	
岩	児玉遠岩ですね	Editional	
祖	児玉遠岩ですね	Editional	
河内	児玉遠岩ですね	Editional	
海軍	宮里秀徳ですね	Editional	
昭和	宮里秀徳ですね	Editional	
艦長	宮里秀徳ですね	Editional	
月	宮里秀徳ですね	Editional	
呉	宮里秀徳ですね	Editional	
豊見城	豊見城ハーリーですね	Editional	
ハー	豊見城ハーリーですね	Editional	
リー	豊見城ハーリーですね	Editional	
沖縄	豊見城ハーリーですね	Editional	
行事	豊見城ハーリーですね	Editional	
委員	李士群ですね	Editional	
李	李士群ですね	Editional	
主任	李士群ですね	Editional	
汪	李士群ですね	Editional	
上海	李士群ですね	Editional	
艦隊	朝倉豊次ですね	Editional	
参謀	朝倉豊次ですね	Editional	
海軍	朝倉豊次ですね	Editional	
昭和	朝倉豊次ですね	Editional	
南	朝倉豊次ですね	Editional	
文学	水谷真人ですね	Editional	
月	水谷真人ですね	Editional	
文芸	水谷真人ですね	Editional	
早稲田	水谷真人ですね	Editional	
試論	水谷真人ですね	Editional	
ミルク	雪印メグミルクですね	Editional	
雪印	雪印メグミルクですね	Editional	
雪印乳業	雪印メグミルクですね	Editional	
メグ	雪印メグミルクですね	Editional	
月	雪印メグミルクですね	Editional	
ワーグナー	ワーグナーの楽曲一覧ですね	Editional	
楽曲	ワーグナーの楽曲一覧ですね	Editional	
作品	ワーグナーの楽曲一覧ですね	Editional	
リスト	ワーグナーの楽曲一覧ですね	Editional	
バンド	濱松敏廣ですね	Editional	
月	濱松敏廣ですね	Editional	
会社	濱松敏廣ですね	Editional	
映画	濱松敏廣ですね	Editional	
濱松	濱松敏廣ですね	Editional	
文学	山岡頼弘ですね	Editional	
秋山	山岡頼弘ですね	Editional	
駿	山岡頼弘ですね	Editional	
山岡	山岡頼弘ですね	Editional	
頼	山岡頼弘ですね	Editional	
津	津市立村主小学校ですね	Editional	
小学校	津市立村主小学校ですね	Editional	
市立	津市立村主小学校ですね	Editional	
村主	津市立村主小学校ですね	Editional	
りつ	津市立村主小学校ですね	Editional	
鉄道	グレンビル・ドッジですね	Editional	
アイオワ	グレンビル・ドッジですね	Editional	
ユニオン	グレンビル・ドッジですね	Editional	
パシフィック	グレンビル・ドッジですね	Editional	
デュラン	グレンビル・ドッジですね	Editional	
昭和	小林静雄ですね	Editional	
能楽	小林静雄ですね	Editional	
作者	小林静雄ですね	Editional	
小林	小林静雄ですね	Editional	
能	小林静雄ですね	Editional	
バレエ	ボリス・エイフマンですね	Editional	
音楽	ボリス・エイフマンですね	Editional	
ロシア	ボリス・エイフマンですね	Editional	
作品	ボリス・エイフマンですね	Editional	
学校	ボリス・エイフマンですね	Editional	
民	唐恵民ですね	Editional	
上海	唐恵民ですね	Editional	
唐	唐恵民ですね	Editional	
恵	唐恵民ですね	Editional	
特務	唐恵民ですね	Editional	
アラー	アラーハイムですね	Editional	
ハイム	アラーハイムですね	Editional	
バイエルン	アラーハイムですね	Editional	
行政	アラーハイムですね	Editional	
町	アラーハイムですね	Editional	
大学	佐藤東洋士ですね	Editional	
学校	佐藤東洋士ですね	Editional	
法人	佐藤東洋士ですね	Editional	
桜美林学園	佐藤東洋士ですね	Editional	
桜美林大学	佐藤東洋士ですね	Editional	
シーズン	ビクトル・エスパサンディン・ファカルですね	Editional	
バルセロナ	ビクトル・エスパサンディン・ファカルですね	Editional	
チーム	ビクトル・エスパサンディン・ファカルですね	Editional	
ビクトル	ビクトル・エスパサンディン・ファカルですね	Editional	
月	ビクトル・エスパサンディン・ファカルですね	Editional	
川越	川越ですね	Editional	
町	川越ですね	Editional	
中心	川越ですね	Editional	
大字	川越ですね	Editional	
城下	川越ですね	Editional	
馬	馬文義ですね	Editional	
回	馬文義ですね	Editional	
文義	馬文義ですね	Editional	
清	馬文義ですね	Editional	
西	馬文義ですね	Editional	
交響	交響曲第11番 (モーツァルト)ですね	Editional	
モーツァルト	交響曲第11番 (モーツァルト)ですね	Editional	
月	交響曲第11番 (モーツァルト)ですね	Editional	
写	交響曲第11番 (モーツァルト)ですね	Editional	
譜	交響曲第11番 (モーツァルト)ですね	Editional	
民	林彪 (民国)ですね	Editional	
林	林彪 (民国)ですね	Editional	
彪	林彪 (民国)ですね	Editional	
大学	林彪 (民国)ですね	Editional	
政府	林彪 (民国)ですね	Editional	
九州	九州計装エンジニアリングですね	Editional	
装	九州計装エンジニアリングですね	Editional	
エンジニアリング	九州計装エンジニアリングですね	Editional	
九州電力	九州計装エンジニアリングですね	Editional	
グループ	九州計装エンジニアリングですね	Editional	
銭	銭荒ですね	Editional	
宋	銭荒ですね	Editional	
銅銭	銭荒ですね	Editional	
荒	銭荒ですね	Editional	
専売	銭荒ですね	Editional	
神原	神原村立神原中学校ですね	Editional	
中学校	神原村立神原中学校ですね	Editional	
村立	神原村立神原中学校ですね	Editional	
本校	神原村立神原中学校ですね	Editional	
成基	神原村立神原中学校ですね	Editional	
国安	国安氏ですね	Editional	
佐竹	国安氏ですね	Editional	
山入	国安氏ですね	Editional	
系図	国安氏ですね	Editional	
代	国安氏ですね	Editional	
医師	バリアンですね	Editional	
呪い	バリアンですね	Editional	
側面	バリアンですね	Editional	
バリ	バリアンですね	Editional	
呪	バリアンですね	Editional	
一軍	元田昌義ですね	Editional	
選手	元田昌義ですね	Editional	
決勝	元田昌義ですね	Editional	
打撃	元田昌義ですね	Editional	
元田	元田昌義ですね	Editional	
杏奈	小西杏奈ですね	Editional	
小西	小西杏奈ですね	Editional	
日本	小西杏奈ですね	Editional	
こ	小西杏奈ですね	Editional	
月	小西杏奈ですね	Editional	
オーストラリア	スティーヴ・トルツですね	Editional	
スティーヴ	スティーヴ・トルツですね	Editional	
作家	スティーヴ・トルツですね	Editional	
シドニー	スティーヴ・トルツですね	Editional	
カナダ	スティーヴ・トルツですね	Editional	
南郷	南郷サマージャズフェスティバルですね	Editional	
ジャズ	南郷サマージャズフェスティバルですね	Editional	
フェスティバル	南郷サマージャズフェスティバルですね	Editional	
サマー	南郷サマージャズフェスティバルですね	Editional	
八戸	南郷サマージャズフェスティバルですね	Editional	
徳島	金刀比羅神社 (徳島市)ですね	Editional	
神社	金刀比羅神社 (徳島市)ですね	Editional	
羅	金刀比羅神社 (徳島市)ですね	Editional	
勢見	金刀比羅神社 (徳島市)ですね	Editional	
勝占	金刀比羅神社 (徳島市)ですね	Editional	
生田	生田教室ですね	Editional	
教室	生田教室ですね	Editional	
アナウンサー	生田教室ですね	Editional	
東京	生田教室ですね	Editional	
大阪	生田教室ですね	Editional	
学校	宮島初子ですね	Editional	
専門	宮島初子ですね	Editional	
宮島	宮島初子ですね	Editional	
北海道	宮島初子ですね	Editional	
ファッション	宮島初子ですね	Editional	
藤島	藤島町民バスですね	Editional	
バス	藤島町民バスですね	Editional	
長沼	藤島町民バスですね	Editional	
