Question	Answer	Source	Metadata
雄哉	石橋雄哉ですね	Editional	
月	石橋雄哉ですね	Editional	
札幌	石橋雄哉ですね	Editional	
テレビ	石橋雄哉ですね	Editional	
月	谷口正和ですね	Editional	
京都	谷口正和ですね	Editional	
都市	谷口正和ですね	Editional	
大学	谷口正和ですね	Editional	
学部	谷口正和ですね	Editional	
決勝	ミゲル・エレーラですね	Editional	
シーズン	ミゲル・エレーラですね	Editional	
月	ミゲル・エレーラですね	Editional	
メキシコ	ミゲル・エレーラですね	Editional	
レギュラー	ミゲル・エレーラですね	Editional	
メキシコ	ホセ・マヌエル・デ・ラ・トーレですね	Editional	
月	ホセ・マヌエル・デ・ラ・トーレですね	Editional	
決勝	ホセ・マヌエル・デ・ラ・トーレですね	Editional	
シーズン	ホセ・マヌエル・デ・ラ・トーレですね	Editional	
チー	ホセ・マヌエル・デ・ラ・トーレですね	Editional	
木内	木内堯央ですね	Editional	
仏教	木内堯央ですね	Editional	
僧侶	木内堯央ですね	Editional	
学者	木内堯央ですね	Editional	
月	木内堯央ですね	Editional	
学校	中村調理製菓専門学校ですね	Editional	
中村	中村調理製菓専門学校ですね	Editional	
製菓	中村調理製菓専門学校ですね	Editional	
専門	中村調理製菓専門学校ですね	Editional	
福岡	中村調理製菓専門学校ですね	Editional	
小林	小林裕幸 (アナウンサー)ですね	Editional	
裕幸	小林裕幸 (アナウンサー)ですね	Editional	
アナウンサー	小林裕幸 (アナウンサー)ですね	Editional	
こ	小林裕幸 (アナウンサー)ですね	Editional	
ひろ	小林裕幸 (アナウンサー)ですね	Editional	
長南	長南敏雄ですね	Editional	
敏雄	長南敏雄ですね	Editional	
ちょう	長南敏雄ですね	Editional	
月	長南敏雄ですね	Editional	
札幌	長南敏雄ですね	Editional	
工藤	工藤浩 (アナウンサー)ですね	Editional	
浩	工藤浩 (アナウンサー)ですね	Editional	
アナウンサー	工藤浩 (アナウンサー)ですね	Editional	
ひろし	工藤浩 (アナウンサー)ですね	Editional	
札幌	工藤浩 (アナウンサー)ですね	Editional	
丸	花のずんだ丸ですね	Editional	
花	花のずんだ丸ですね	Editional	
アニメ	花のずんだ丸ですね	Editional	
はな	花のずんだ丸ですね	Editional	
じろう	花のずんだ丸ですね	Editional	
大谷	大谷瑠美ですね	Editional	
瑠美	大谷瑠美ですね	Editional	
旧姓	大谷瑠美ですね	Editional	
八木沢	大谷瑠美ですね	Editional	
札幌テレビ放送	大谷瑠美ですね	Editional	
映画	京城高等演藝館ですね	Editional	
大正	京城高等演藝館ですね	Editional	
同館	京城高等演藝館ですね	Editional	
京	京城高等演藝館ですね	Editional	
朝鮮	京城高等演藝館ですね	Editional	
刑事	ポール・マイケル・グレイザーですね	Editional	
ハッチ	ポール・マイケル・グレイザーですね	Editional	
マイケル	ポール・マイケル・グレイザーですね	Editional	
映画	ポール・マイケル・グレイザーですね	Editional	
