Question	Answer	Source	Metadata
高峰	高峰潤ですね	Editional	
潤	高峰潤ですね	Editional	
月	高峰潤ですね	Editional	
宝塚歌劇団	高峰潤ですね	Editional	
駅	111丁目駅 (INDフルトン・ストリート線)ですね	Editional	
フルトン	111丁目駅 (INDフルトン・ストリート線)ですね	Editional	
ストリート	111丁目駅 (INDフルトン・ストリート線)ですね	Editional	
交差点	111丁目駅 (INDフルトン・ストリート線)ですね	Editional	
グリーン	111丁目駅 (INDフルトン・ストリート線)ですね	Editional	
愛知	吉川徹 (医師)ですね	Editional	
吉川	吉川徹 (医師)ですね	Editional	
徹	吉川徹 (医師)ですね	Editional	
医師	吉川徹 (医師)ですね	Editional	
精神	吉川徹 (医師)ですね	Editional	
千広	千広真弓ですね	Editional	
真弓	千広真弓ですね	Editional	
ちひろ	千広真弓ですね	Editional	
まゆみ	千広真弓ですね	Editional	
日本	千広真弓ですね	Editional	
マライア	メモワール (マライア・キャリーのアルバム)ですね	Editional	
曲	メモワール (マライア・キャリーのアルバム)ですね	Editional	
月	メモワール (マライア・キャリーのアルバム)ですね	Editional	
アルバム	メモワール (マライア・キャリーのアルバム)ですね	Editional	
シングル	メモワール (マライア・キャリーのアルバム)ですね	Editional	
山中	山中美奈ですね	Editional	
美奈	山中美奈ですね	Editional	
月	山中美奈ですね	Editional	
日本	山中美奈ですね	Editional	
舞台	山中美奈ですね	Editional	
マーサ	マーサ・ロチャですね	Editional	
ブラジル	マーサ・ロチャですね	Editional	
ミス・ユニバース	マーサ・ロチャですね	Editional	
月	マーサ・ロチャですね	Editional	
モデル	マーサ・ロチャですね	Editional	
バーチャル	ときのそらですね	Editional	
月	ときのそらですね	Editional	
ときの	ときのそらですね	Editional	
日本	ときのそらですね	Editional	
ロング	ときのそらですね	Editional	
絵	栖原隆史ですね	Editional	
コンテ	栖原隆史ですね	Editional	
アニメ	栖原隆史ですね	Editional	
奈須	栖原隆史ですね	Editional	
栖原	栖原隆史ですね	Editional	
月	孔魯明ですね	Editional	
大韓民国	孔魯明ですね	Editional	
委員	孔魯明ですね	Editional	
韓国	孔魯明ですね	Editional	
外交	孔魯明ですね	Editional	
教授	大浜晧ですね	Editional	
大浜	大浜晧ですね	Editional	
月	大浜晧ですね	Editional	
沖縄	大浜晧ですね	Editional	
帝国	大浜晧ですね	Editional	
小学校	野田市立中央小学校ですね	Editional	
茂木	野田市立中央小学校ですね	Editional	
野田	野田市立中央小学校ですね	Editional	
市立	野田市立中央小学校ですね	Editional	
中央	野田市立中央小学校ですね	Editional	
大分	大分県道210号緒方大野線ですね	Editional	
大野	大分県道210号緒方大野線ですね	Editional	
緒方	大分県道210号緒方大野線ですね	Editional	
豊後	大分県道210号緒方大野線ですね	Editional	
たけ	大分県道210号緒方大野線ですね	Editional	
教授	上田義文ですね	Editional	
上田	上田義文ですね	Editional	
義文	上田義文ですね	Editional	
月	上田義文ですね	Editional	
大学	上田義文ですね	Editional	
トレーナー	高橋義人 (トレーナー)ですね	Editional	
高橋	高橋義人 (トレーナー)ですね	Editional	
義人	高橋義人 (トレーナー)ですね	Editional	
パーソナル	高橋義人 (トレーナー)ですね	Editional	
たかはし	高橋義人 (トレーナー)ですね	Editional	
天	佐伯王ですね	Editional	
月	佐伯王ですね	Editional	
監物	佐伯王ですね	Editional	
仁	佐伯王ですね	Editional	
佐伯	佐伯王ですね	Editional	
月	ヤン・ボディジェですね	Editional	
プロ	ヤン・ボディジェですね	Editional	
クラブ	ヤン・ボディジェですね	Editional	
ヤン	ヤン・ボディジェですね	Editional	
フランス	ヤン・ボディジェですね	Editional	
郡	タップタン郡ですね	Editional	
タップ	タップタン郡ですね	Editional	
タン	タップタン郡ですね	Editional	
タイ	タップタン郡ですね	Editional	
北部	タップタン郡ですね	Editional	
神社	高城神社ですね	Editional	
高城	高城神社ですね	Editional	
熊谷	高城神社ですね	Editional	
延喜	高城神社ですね	Editional	
湧	高城神社ですね	Editional	
寺	石上寺 (熊谷市)ですね	Editional	
熊谷	石上寺 (熊谷市)ですね	Editional	
月	石上寺 (熊谷市)ですね	Editional	
本堂	石上寺 (熊谷市)ですね	Editional	
堤	石上寺 (熊谷市)ですね	Editional	
秋	秋北新聞ですね	Editional	
北	秋北新聞ですね	Editional	
新聞	秋北新聞ですね	Editional	
ページ	秋北新聞ですね	Editional	
昭和	秋北新聞ですね	Editional	
溝江	溝江建設ですね	Editional	
みぞ	溝江建設ですね	Editional	
福岡	溝江建設ですね	Editional	
株式会社	溝江建設ですね	Editional	
本社	溝江建設ですね	Editional	
大槌	大槌新聞ですね	Editional	
新聞	大槌新聞ですね	Editional	
月	大槌新聞ですね	Editional	
全戸	大槌新聞ですね	Editional	
無料	大槌新聞ですね	Editional	
教授	山下宏明 (国文学者)ですね	Editional	
国文学	山下宏明 (国文学者)ですね	Editional	
助教授	山下宏明 (国文学者)ですね	Editional	
山下	山下宏明 (国文学者)ですね	Editional	
宏明	山下宏明 (国文学者)ですね	Editional	
工藤	工藤孝裕ですね	Editional	
孝裕	工藤孝裕ですね	Editional	
ひろ	工藤孝裕ですね	Editional	
月	工藤孝裕ですね	Editional	
宮城	工藤孝裕ですね	Editional	
鍋島	鍋島直喬ですね	Editional	
直	鍋島直喬ですね	Editional	
白石	鍋島直喬ですね	Editional	
斉	鍋島直喬ですね	Editional	
江戸	鍋島直喬ですね	Editional	
オペラ	伊達英二 (オペラ歌手)ですね	Editional	
歌手	伊達英二 (オペラ歌手)ですね	Editional	
二期会	伊達英二 (オペラ歌手)ですね	Editional	
コンサート	伊達英二 (オペラ歌手)ですね	Editional	
歌	伊達英二 (オペラ歌手)ですね	Editional	
月	千成俊夫ですね	Editional	
千成	千成俊夫ですね	Editional	
俊夫	千成俊夫ですね	Editional	
音楽	千成俊夫ですね	Editional	
札幌	千成俊夫ですね	Editional	
弁護士	矢田次男ですね	Editional	
矢田	矢田次男ですね	Editional	
次男	矢田次男ですね	Editional	
事務所	矢田次男ですね	Editional	
つぎ	矢田次男ですね	Editional	
エリザベス	エリザベス・ステュアート (曖昧さ回避)ですね	Editional	
萌	日高萌ですね	Editional	
バレーボール	日高萌ですね	Editional	
東レ	日高萌ですね	Editional	
日高	日高萌ですね	Editional	
日	日高萌ですね	Editional	
濱松	濱松明日香ですね	Editional	
明日香	濱松明日香ですね	Editional	
バレーボール	濱松明日香ですね	Editional	
久光製薬	濱松明日香ですね	Editional	
はま	濱松明日香ですね	Editional	
月	アーロン・レヤ・イセカですね	Editional	
ベルギー	アーロン・レヤ・イセカですね	Editional	
出身	アーロン・レヤ・イセカですね	Editional	
プロ	アーロン・レヤ・イセカですね	Editional	
サッカー	アーロン・レヤ・イセカですね	Editional	
鍋島	鍋島直賢 (白石鍋島家)ですね	Editional	
白石	鍋島直賢 (白石鍋島家)ですね	Editional	
直	鍋島直賢 (白石鍋島家)ですね	Editional	
佐賀	鍋島直賢 (白石鍋島家)ですね	Editional	
藩	鍋島直賢 (白石鍋島家)ですね	Editional	
ベル	ベルグレンですね	Editional	
グレン	ベルグレンですね	Editional	
教会	ベルグレンですね	Editional	
地区	ベルグレンですね	Editional	
集落	ベルグレンですね	Editional	
月	氏家洸ですね	Editional	
氏家	氏家洸ですね	Editional	
洸	氏家洸ですね	Editional	
芸術	氏家洸ですね	Editional	
うじ	氏家洸ですね	Editional	
高中	Ballade (高中正義のアルバム)ですね	Editional	
アルバム	Ballade (高中正義のアルバム)ですね	Editional	
正義	Ballade (高中正義のアルバム)ですね	Editional	
バラード	Ballade (高中正義のアルバム)ですね	Editional	
日本	Ballade (高中正義のアルバム)ですね	Editional	
漫画	小泉ひなたですね	Editional	
ひな	小泉ひなたですね	Editional	
小泉	小泉ひなたですね	Editional	
こ	小泉ひなたですね	Editional	
新潟	小泉ひなたですね	Editional	
金浦	金浦線ですね	Editional	
韓国	金浦線ですね	Editional	
富川	金浦線ですね	Editional	
鉄道	金浦線ですね	Editional	
キン	金浦線ですね	Editional	
孫作	安威孫作ですね	Editional	
秀吉	安威孫作ですね	Editional	
月	安威孫作ですね	Editional	
安威	安威孫作ですね	Editional	
寛	安威孫作ですね	Editional	
梁	名梁和泉ですね	Editional	
和泉	名梁和泉ですね	Editional	
