Question	Answer	Source	Metadata
レ	モニカ・レイエスですね	Editional	
イエス	モニカ・レイエスですね	Editional	
スカリー	モニカ・レイエスですね	Editional	
ファイル	モニカ・レイエスですね	Editional	
キャラクター	モニカ・レイエスですね	Editional	
慧	慧光寺 (京都市)ですね	Editional	
寺	慧光寺 (京都市)ですね	Editional	
京都	慧光寺 (京都市)ですね	Editional	
年間	慧光寺 (京都市)ですね	Editional	
家臣	慧光寺 (京都市)ですね	Editional	
児童	吉田純子 (児童文学作家)ですね	Editional	
文学	吉田純子 (児童文学作家)ですね	Editional	
吉田	吉田純子 (児童文学作家)ですね	Editional	
純子	吉田純子 (児童文学作家)ですね	Editional	
作家	吉田純子 (児童文学作家)ですね	Editional	
祖	崔鳴吉ですね	Editional	
憲	崔鳴吉ですね	Editional	
崔	崔鳴吉ですね	Editional	
仁	崔鳴吉ですね	Editional	
金	崔鳴吉ですね	Editional	
得雄	得雄寺ですね	Editional	
寺	得雄寺ですね	Editional	
ゆうじ	得雄寺ですね	Editional	
月	川上エドオジョン智慧ですね	Editional	
川上	川上エドオジョン智慧ですね	Editional	
エド	川上エドオジョン智慧ですね	Editional	
智慧	川上エドオジョン智慧ですね	Editional	
プロ	川上エドオジョン智慧ですね	Editional	
そば	一休そばですね	Editional	
蕎麦	一休そばですね	Editional	
一休	一休そばですね	Editional	
北海道	一休そばですね	Editional	
本店	一休そばですね	Editional	
宗	宗親府ですね	Editional	
親	宗親府ですね	Editional	
品	宗親府ですね	Editional	
正	宗親府ですね	Editional	
官	宗親府ですね	Editional	
東浜	東浜ですね	Editional	
柳家	柳家小よしですね	Editional	
小	柳家小よしですね	Editional	
桂	柳家小よしですね	Editional	
本名	柳家小よしですね	Editional	
小さん	柳家小よしですね	Editional	
猪飼	猪飼雄一ですね	Editional	
雄一	猪飼雄一ですね	Editional	
いち	猪飼雄一ですね	Editional	
月	猪飼雄一ですね	Editional	
アナウンサー	猪飼雄一ですね	Editional	
千種	内山 (名古屋市)ですね	Editional	
名古屋	内山 (名古屋市)ですね	Editional	
内山	内山 (名古屋市)ですね	Editional	
東	内山 (名古屋市)ですね	Editional	
当地	内山 (名古屋市)ですね	Editional	
月	佐藤可奈子ですね	Editional	
農業	佐藤可奈子ですね	Editional	
新潟	佐藤可奈子ですね	Editional	
委員	佐藤可奈子ですね	Editional	
十日町	佐藤可奈子ですね	Editional	
宗	李リン (朝鮮)ですね	Editional	
大君	李リン (朝鮮)ですね	Editional	
国王	李リン (朝鮮)ですね	Editional	
李	李リン (朝鮮)ですね	Editional	
朝鮮	李リン (朝鮮)ですね	Editional	
月	ジェフ・レーヌ＝アデレードですね	Editional	
出身	ジェフ・レーヌ＝アデレードですね	Editional	
