Question	Answer	Source	Metadata
佐久間	佐久間信直ですね	Editional	
信	佐久間信直ですね	Editional	
嫡男	佐久間信直ですね	Editional	
月	佐久間信直ですね	Editional	
直	佐久間信直ですね	Editional	
浪曲	国本武春ですね	Editional	
国本	国本武春ですね	Editional	
月	国本武春ですね	Editional	
日本	国本武春ですね	Editional	
武春	国本武春ですね	Editional	
木下	木下是雄ですね	Editional	
是	木下是雄ですね	Editional	
月	木下是雄ですね	Editional	
雄	木下是雄ですね	Editional	
きの	木下是雄ですね	Editional	
番組	小泉せつ子ですね	Editional	
小泉	小泉せつ子ですね	Editional	
ビートたけし	小泉せつ子ですね	Editional	
作家	小泉せつ子ですね	Editional	
脚本	小泉せつ子ですね	Editional	
佐久間	佐久間信寿ですね	Editional	
寛政	佐久間信寿ですね	Editional	
信寿	佐久間信寿ですね	Editional	
くま	佐久間信寿ですね	Editional	
江戸	佐久間信寿ですね	Editional	
ブラック	ブラックストーン・グループですね	Editional	
ストーン	ブラックストーン・グループですね	Editional	
会社	ブラックストーン・グループですね	Editional	
部門	ブラックストーン・グループですね	Editional	
ファンド	ブラックストーン・グループですね	Editional	
ぼん	中瀬アサキですね	Editional	
中瀬	中瀬アサキですね	Editional	
漫画	中瀬アサキですね	Editional	
集英社	中瀬アサキですね	Editional	
アサ	中瀬アサキですね	Editional	
福島	松川 (福島県)ですね	Editional	
松川	松川 (福島県)ですね	Editional	
山形	松川 (福島県)ですね	Editional	
米沢	松川 (福島県)ですね	Editional	
阿武隈川	松川 (福島県)ですね	Editional	
月	佐久間信尹ですね	Editional	
寛政	佐久間信尹ですね	Editional	
佐久間	佐久間信尹ですね	Editional	
信	佐久間信尹ですね	Editional	
尹	佐久間信尹ですね	Editional	
佐久間	佐久間盛進ですね	Editional	
盛	佐久間盛進ですね	Editional	
進	佐久間盛進ですね	Editional	
甲府	佐久間盛進ですね	Editional	
くま	佐久間盛進ですね	Editional	
博士	三島憲一ですね	Editional	
大阪大学	三島憲一ですね	Editional	
教授	三島憲一ですね	Editional	
ドイツ	三島憲一ですね	Editional	
人間	三島憲一ですね	Editional	
厩舎	清山宏明ですね	Editional	
月	清山宏明ですね	Editional	
騎手	清山宏明ですね	Editional	
競馬	清山宏明ですね	Editional	
清山	清山宏明ですね	Editional	
ぼん	高月悟里ですね	Editional	
高月	高月悟里ですね	Editional	
悟	高月悟里ですね	Editional	
里	高月悟里ですね	Editional	
漫画	高月悟里ですね	Editional	
月	佐久間信厚ですね	Editional	
保	佐久間信厚ですね	Editional	
佐久間	佐久間信厚ですね	Editional	
信	佐久間信厚ですね	Editional	
厚	佐久間信厚ですね	Editional	
月	白鷹 (急設網艦)ですね	Editional	
白鷹	白鷹 (急設網艦)ですね	Editional	
昭和	白鷹 (急設網艦)ですね	Editional	
艦	白鷹 (急設網艦)ですね	Editional	
方面	白鷹 (急設網艦)ですね	Editional	
フィギュア	パトリック・ペラですね	Editional	
スケート	パトリック・ペラですね	Editional	
男子	パトリック・ペラですね	Editional	
シングル	パトリック・ペラですね	Editional	
銅	パトリック・ペラですね	Editional	
水本	水本みちですね	Editional	
みち	水本みちですね	Editional	
月	水本みちですね	Editional	
漫画	水本みちですね	Editional	
ぼん	水本みちですね	Editional	
月	佐久間信賢ですね	Editional	
佐久間	佐久間信賢ですね	Editional	
信	佐久間信賢ですね	Editional	
賢	佐久間信賢ですね	Editional	
安永	佐久間信賢ですね	Editional	
安田	安田美香 (子役)ですね	Editional	
美香	安田美香 (子役)ですね	Editional	
子役	安田美香 (子役)ですね	Editional	
やす	安田美香 (子役)ですね	Editional	
みか	安田美香 (子役)ですね	Editional	
セルゲイ	セルゲイ・チェトベルヒンですね	Editional	
ロシア	セルゲイ・チェトベルヒンですね	Editional	
月	セルゲイ・チェトベルヒンですね	Editional	
ソビエト	セルゲイ・チェトベルヒンですね	Editional	
連邦	セルゲイ・チェトベルヒンですね	Editional	
月	蒼鷹 (急設網艦)ですね	Editional	
鷹	蒼鷹 (急設網艦)ですね	Editional	
蒼	蒼鷹 (急設網艦)ですね	Editional	
昭和	蒼鷹 (急設網艦)ですね	Editional	
作戦	蒼鷹 (急設網艦)ですね	Editional	
触媒	熊田・玉尾・コリューカップリングですね	Editional	
熊田	熊田・玉尾・コリューカップリングですね	Editional	
カップリング	熊田・玉尾・コリューカップリングですね	Editional	
試薬	熊田・玉尾・コリューカップリングですね	Editional	
玉	熊田・玉尾・コリューカップリングですね	Editional	
文庫	加々見絵里ですね	Editional	
集英社	加々見絵里ですね	Editional	
ぼん	加々見絵里ですね	Editional	
加々見	加々見絵里ですね	Editional	
絵里	加々見絵里ですね	Editional	
月	鈴木亮平 (俳優)ですね	Editional	
亮平	鈴木亮平 (俳優)ですね	Editional	
俳優	鈴木亮平 (俳優)ですね	Editional	
学校	鈴木亮平 (俳優)ですね	Editional	
鈴木	鈴木亮平 (俳優)ですね	Editional	
月	早川えみですね	Editional	
歌手	早川えみですね	Editional	
早川	早川えみですね	Editional	
えみ	早川えみですね	Editional	
ローカル	早川えみですね	Editional	
車掌	伊藤敏博ですね	Editional	
国鉄	伊藤敏博ですね	Editional	
伊藤	伊藤敏博ですね	Editional	
鉄道	伊藤敏博ですね	Editional	
敏博	伊藤敏博ですね	Editional	
早稲田大学	杉森孝次郎ですね	Editional	
憲法	杉森孝次郎ですね	Editional	
杉森	杉森孝次郎ですね	Editional	
孝次郎	杉森孝次郎ですね	Editional	
明治	杉森孝次郎ですね	Editional	
理論	ジョン・ロバート・シュリーファーですね	Editional	
物理	ジョン・ロバート・シュリーファーですね	Editional	
クーパー	ジョン・ロバート・シュリーファーですね	Editional	
大学	ジョン・ロバート・シュリーファーですね	Editional	
ジョン	ジョン・ロバート・シュリーファーですね	Editional	
物理	ドナルド・グレーザーですね	Editional	
大学	ドナルド・グレーザーですね	Editional	
教授	ドナルド・グレーザーですね	Editional	
ドナルド	ドナルド・グレーザーですね	Editional	
月	ドナルド・グレーザーですね	Editional	
司	中司ゆう花ですね	Editional	
ゆう	中司ゆう花ですね	Editional	
花	中司ゆう花ですね	Editional	
なかつ	中司ゆう花ですね	Editional	
月	中司ゆう花ですね	Editional	
アカデミー	ニコライ・バソフですね	Editional	
物理	ニコライ・バソフですね	Editional	
月	ニコライ・バソフですね	Editional	
ロシア	ニコライ・バソフですね	Editional	
研究所	ニコライ・バソフですね	Editional	
小橋	小橋知子ですね	Editional	
知子	小橋知子ですね	Editional	
こ	小橋知子ですね	Editional	
ともこ	小橋知子ですね	Editional	
月	小橋知子ですね	Editional	
室伏	室伏次郎ですね	Editional	
次郎	室伏次郎ですね	Editional	
じろう	室伏次郎ですね	Editional	
月	室伏次郎ですね	Editional	
日本	室伏次郎ですね	Editional	
空手	大須賀亮照ですね	Editional	
群馬	大須賀亮照ですね	Editional	
学校	大須賀亮照ですね	Editional	
道部	大須賀亮照ですね	Editional	
大須賀	大須賀亮照ですね	Editional	
スコット	スコット・アレンですね	Editional	
アレン	スコット・アレンですね	Editional	
男子	スコット・アレンですね	Editional	
月	スコット・アレンですね	Editional	
アメリカ合衆国	スコット・アレンですね	Editional	
京	李孝石ですね	Editional	
李	李孝石ですね	Editional	
学校	李孝石ですね	Editional	
城	李孝石ですね	Editional	
月	李孝石ですね	Editional	
店舗	ショッピングセンター池忠ですね	Editional	
月	ショッピングセンター池忠ですね	Editional	
大阪	ショッピングセンター池忠ですね	Editional	
スーパー	ショッピングセンター池忠ですね	Editional	
平成	ショッピングセンター池忠ですね	Editional	
月	リッチモンド・K・ターナー (ミサイル巡洋艦)ですね	Editional	
リッチモンド	リッチモンド・K・ターナー (ミサイル巡洋艦)ですね	Editional	
ターナー	リッチモンド・K・ターナー (ミサイル巡洋艦)ですね	Editional	
海軍	リッチモンド・K・ターナー (ミサイル巡洋艦)ですね	Editional	
ミサイル	リッチモンド・K・ターナー (ミサイル巡洋艦)ですね	Editional	
山口	大谷泰彦ですね	Editional	
大谷	大谷泰彦ですね	Editional	
泰彦	大谷泰彦ですね	Editional	
ラジオ	大谷泰彦ですね	Editional	
県立	大谷泰彦ですね	Editional	
日本	武智鉄二ですね	Editional	
武智	武智鉄二ですね	Editional	
演劇	武智鉄二ですね	Editional	
協会	武智鉄二ですね	Editional	
鉄二	武智鉄二ですね	Editional	
写真	藤原新也ですね	Editional	
門司	藤原新也ですね	Editional	
東京	藤原新也ですね	Editional	
藤原	藤原新也ですね	Editional	
月	藤原新也ですね	Editional	
写真	林野健志ですね	Editional	
林野	林野健志ですね	Editional	
健志	林野健志ですね	Editional	
俳優	林野健志ですね	Editional	
たけし	林野健志ですね	Editional	
月	川上未映子ですね	Editional	
川上	川上未映子ですね	Editional	
大阪	川上未映子ですね	Editional	
日本	川上未映子ですね	Editional	
大学	川上未映子ですね	Editional	
目黒	目黒区立第八中学校ですね	Editional	
区立	目黒区立第八中学校ですね	Editional	
中学校	目黒区立第八中学校ですね	Editional	
め	目黒区立第八中学校ですね	Editional	
だい	目黒区立第八中学校ですね	Editional	
工藤	激情 (工藤静香の曲)ですね	Editional	
静香	激情 (工藤静香の曲)ですね	Editional	
曲	激情 (工藤静香の曲)ですね	Editional	
シングル	激情 (工藤静香の曲)ですね	Editional	
月	激情 (工藤静香の曲)ですね	Editional	
田口	田口時夫ですね	Editional	
時夫	田口時夫ですね	Editional	
月	田口時夫ですね	Editional	
ぐち	田口時夫ですね	Editional	
ときお	田口時夫ですね	Editional	
田中	田中知己ですね	Editional	
ドラマ	田中知己ですね	Editional	
劇場	田中知己ですね	Editional	
知己	田中知己ですね	Editional	
月	田中知己ですね	Editional	
堀	堀秀彦ですね	Editional	
秀彦	堀秀彦ですね	Editional	
月	堀秀彦ですね	Editional	
ほり	堀秀彦ですね	Editional	
ひで	堀秀彦ですね	Editional	
醤油	鎌田醤油 (香川県)ですね	Editional	
香川	鎌田醤油 (香川県)ですね	Editional	
鎌田	鎌田醤油 (香川県)ですね	Editional	
株式会社	鎌田醤油 (香川県)ですね	Editional	
かま	鎌田醤油 (香川県)ですね	Editional	
亀	亀和田優希ですね	Editional	
和田	亀和田優希ですね	Editional	
優希	亀和田優希ですね	Editional	
かめ	亀和田優希ですね	Editional	
わ	亀和田優希ですね	Editional	
増田	増田怜奈ですね	Editional	
怜奈	増田怜奈ですね	Editional	
ます	増田怜奈ですね	Editional	
月	増田怜奈ですね	Editional	
日本	増田怜奈ですね	Editional	
ジミー	ジミー・キンメル・ライブ!ですね	Editional	
トーク	ジミー・キンメル・ライブ!ですね	Editional	
番組	ジミー・キンメル・ライブ!ですね	Editional	
月	ジミー・キンメル・ライブ!ですね	Editional	
アメリカ	ジミー・キンメル・ライブ!ですね	Editional	
月	伊藤舞 (アナウンサー)ですね	Editional	
アナウンサー	伊藤舞 (アナウンサー)ですね	Editional	
キャスター	伊藤舞 (アナウンサー)ですね	Editional	
めん	伊藤舞 (アナウンサー)ですね	Editional	
ワイド	伊藤舞 (アナウンサー)ですね	Editional	
廣田	廣田朋菜ですね	Editional	
朋	廣田朋菜ですね	Editional	
菜	廣田朋菜ですね	Editional	
月	廣田朋菜ですね	Editional	
日本	廣田朋菜ですね	Editional	
日本	森川太地ですね	Editional	
森川	森川太地ですね	Editional	
太地	森川太地ですね	Editional	
出身	森川太地ですね	Editional	
大会	森川太地ですね	Editional	
物理	エドワード・ミルズ・パーセルですね	Editional	
アメリカ	エドワード・ミルズ・パーセルですね	Editional	
核	エドワード・ミルズ・パーセルですね	Editional	
磁気	エドワード・ミルズ・パーセルですね	Editional	
科学	エドワード・ミルズ・パーセルですね	Editional	
月	フランク・バイオーラですね	Editional	
投手	フランク・バイオーラですね	Editional	
選手	フランク・バイオーラですね	Editional	
サイ	フランク・バイオーラですね	Editional	
ヤング	フランク・バイオーラですね	Editional	
さくら	河内さくらですね	Editional	
河内	河内さくらですね	Editional	
新潟	河内さくらですね	Editional	
郷土	河内さくらですね	Editional	
出身	河内さくらですね	Editional	
さやか	鶴田さやかですね	Editional	
鶴田	鶴田さやかですね	Editional	
里見	鶴田さやかですね	Editional	
浩二	鶴田さやかですね	Editional	
東京	鶴田さやかですね	Editional	
鬼太郎	ゲゲゲの鬼太郎 異聞妖怪奇譚ですね	Editional	
妖怪	ゲゲゲの鬼太郎 異聞妖怪奇譚ですね	Editional	
原作	ゲゲゲの鬼太郎 異聞妖怪奇譚ですね	Editional	
ゲーム	ゲゲゲの鬼太郎 異聞妖怪奇譚ですね	Editional	
事件	ゲゲゲの鬼太郎 異聞妖怪奇譚ですね	Editional	
青木	青木ななこですね	Editional	
月	青木ななこですね	Editional	
神奈川	青木ななこですね	Editional	
出身	青木ななこですね	Editional	
女優	青木ななこですね	Editional	
明治	村岡典嗣ですね	Editional	
日本	村岡典嗣ですね	Editional	
思想	村岡典嗣ですね	Editional	
村岡	村岡典嗣ですね	Editional	
典嗣	村岡典嗣ですね	Editional	
峯	峯崎雄太ですね	Editional	
崎	峯崎雄太ですね	Editional	
雄太	峯崎雄太ですね	Editional	
神奈川	峯崎雄太ですね	Editional	
みね	峯崎雄太ですね	Editional	
ブラケット	パトリック・ブラケットですね	Editional	
物理	パトリック・ブラケットですね	Editional	
ロンドン	パトリック・ブラケットですね	Editional	
イギリス	パトリック・ブラケットですね	Editional	
月	パトリック・ブラケットですね	Editional	
共産党	西沢隆二ですね	Editional	
西沢	西沢隆二ですね	Editional	
日本	西沢隆二ですね	Editional	
月	西沢隆二ですね	Editional	
党	西沢隆二ですね	Editional	
ゴールド	アグネスゴールドですね	Editional	
駒	アグネスゴールドですね	Editional	
河内	アグネスゴールドですね	Editional	
競馬	アグネスゴールドですね	Editional	
産	アグネスゴールドですね	Editional	
音楽	属啓成ですね	Editional	
啓成	属啓成ですね	Editional	
月	属啓成ですね	Editional	
旧姓	属啓成ですね	Editional	
朝鮮	属啓成ですね	Editional	
月	飯田深雪ですね	Editional	
アート	飯田深雪ですね	Editional	
フラワー	飯田深雪ですね	Editional	
飯田	飯田深雪ですね	Editional	
深雪	飯田深雪ですね	Editional	
日本	土井宏昭ですね	Editional	
選手権	土井宏昭ですね	Editional	
月	土井宏昭ですね	Editional	
陸上	土井宏昭ですね	Editional	
ハンマー	土井宏昭ですね	Editional	
文学	私市保彦ですね	Editional	
教授	私市保彦ですね	Editional	
日本	私市保彦ですね	Editional	
フランス	私市保彦ですね	Editional	
県立	私市保彦ですね	Editional	
歴代	ドン・サットンですね	Editional	
月	ドン・サットンですね	Editional	
投手	ドン・サットンですね	Editional	
ドジャース	ドン・サットンですね	Editional	
現役	ドン・サットンですね	Editional	
新潟	小林志郎ですね	Editional	
投	小林志郎ですね	Editional	
円盤	小林志郎ですね	Editional	
大学	小林志郎ですね	Editional	
小林	小林志郎ですね	Editional	
渡辺	渡辺孝男 (馬主)ですね	Editional	
馬主	渡辺孝男 (馬主)ですね	Editional	
競馬	渡辺孝男 (馬主)ですね	Editional	
株式会社	渡辺孝男 (馬主)ですね	Editional	
アグネス	渡辺孝男 (馬主)ですね	Editional	
競歩	明石顕ですね	Editional	
陸上	明石顕ですね	Editional	
世界	明石顕ですね	Editional	
選手権	明石顕ですね	Editional	
日本	明石顕ですね	Editional	
中学校	鹿野中学校ですね	Editional	
鹿野	鹿野中学校ですね	Editional	
鹿野中	鹿野中学校ですね	Editional	
学校	鹿野中学校ですね	Editional	
日本	鹿野中学校ですね	Editional	
平	平昌ですね	Editional	
昌	平昌ですね	Editional	
三木	三木安司ですね	Editional	
選手	三木安司ですね	Editional	
野球	三木安司ですね	Editional	
安司	三木安司ですね	Editional	
中日	三木安司ですね	Editional	
阿部	阿部良雄ですね	Editional	
フランス	阿部良雄ですね	Editional	
教授	阿部良雄ですね	Editional	
国立	阿部良雄ですね	Editional	
良雄	阿部良雄ですね	Editional	
月	北村匠海ですね	Editional	
小栗	北村匠海ですね	Editional	
俳優	北村匠海ですね	Editional	
ユニット	北村匠海ですね	Editional	
少年	北村匠海ですね	Editional	
鳥取	鳥取市立河原中学校ですね	Editional	
河原	鳥取市立河原中学校ですね	Editional	
中学校	鳥取市立河原中学校ですね	Editional	
市立	鳥取市立河原中学校ですね	Editional	
小学校	鳥取市立河原中学校ですね	Editional	
デッキ	三沢大地ですね	Editional	
世界	三沢大地ですね	Editional	
アニメ	三沢大地ですね	Editional	
光	三沢大地ですね	Editional	
明日香	三沢大地ですね	Editional	
亮	丸藤翔ですね	Editional	
