Question	Answer	Source	Metadata
柳生	柳生俊方ですね	Editional	
月	柳生俊方ですね	Editional	
宗	柳生俊方ですね	Editional	
俊	柳生俊方ですね	Editional	
在	柳生俊方ですね	Editional	
月	柳生俊平ですね	Editional	
柳生	柳生俊平ですね	Editional	
藩主	柳生俊平ですね	Editional	
俊	柳生俊平ですね	Editional	
養嗣子	柳生俊平ですね	Editional	
月	柳生俊峯ですね	Editional	
柳生	柳生俊峯ですね	Editional	
保	柳生俊峯ですね	Editional	
正室	柳生俊峯ですね	Editional	
娘	柳生俊峯ですね	Editional	
月	柳生俊則ですね	Editional	
柳生	柳生俊則ですね	Editional	
俊	柳生俊則ですね	Editional	
文化	柳生俊則ですね	Editional	
藩主	柳生俊則ですね	Editional	
月	高野純一ですね	Editional	
朝日放送	高野純一ですね	Editional	
テレビ	高野純一ですね	Editional	
アナウンサー	高野純一ですね	Editional	
野球	高野純一ですね	Editional	
月	柳生俊益ですね	Editional	
柳生	柳生俊益ですね	Editional	
俊	柳生俊益ですね	Editional	
佐幕	柳生俊益ですね	Editional	
尊皇	柳生俊益ですね	Editional	
月	織田信及ですね	Editional	
明治	織田信及ですね	Editional	
織田	織田信及ですね	Editional	
信	織田信及ですね	Editional	
天保	織田信及ですね	Editional	
月	織田秀綿ですね	Editional	
織田	織田秀綿ですね	Editional	
秀	織田秀綿ですね	Editional	
安永	織田秀綿ですね	Editional	
柳本	織田秀綿ですね	Editional	
月	織田信陽ですね	Editional	
織田	織田信陽ですね	Editional	
信	織田信陽ですね	Editional	
秀	織田信陽ですね	Editional	
陽	織田信陽ですね	Editional	
山本	山本聖子ですね	Editional	
聖子	山本聖子ですね	Editional	
日本	山本聖子ですね	Editional	
選手	山本聖子ですね	Editional	
間	山本聖子ですね	Editional	
本多	本多忠平ですね	Editional	
宇都宮	本多忠平ですね	Editional	
陸奥	本多忠平ですね	Editional	
藩主	本多忠平ですね	Editional	
大和郡山	本多忠平ですね	Editional	
本多	本多忠常ですね	Editional	
忠常	本多忠常ですね	Editional	
月	本多忠常ですね	Editional	
藩主	本多忠常ですね	Editional	
元禄	本多忠常ですね	Editional	
本多	本多忠直ですね	Editional	
忠直	本多忠直ですね	Editional	
ほん	本多忠直ですね	Editional	
写真	松本徳彦ですね	Editional	
芸術	松本徳彦ですね	Editional	
学部	松本徳彦ですね	Editional	
