Question	Answer	Source	Metadata
鈴木	鈴木憲夫ですね	Editional	
憲夫	鈴木憲夫ですね	Editional	
中心	鈴木憲夫ですね	Editional	
すずき	鈴木憲夫ですね	Editional	
のり	鈴木憲夫ですね	Editional	
児島	児島襄ですね	Editional	
作家	児島襄ですね	Editional	
月	児島襄ですね	Editional	
日本	児島襄ですね	Editional	
戦記	児島襄ですね	Editional	
政治	砂田一郎ですね	Editional	
月	砂田一郎ですね	Editional	
教授	砂田一郎ですね	Editional	
砂田	砂田一郎ですね	Editional	
一郎	砂田一郎ですね	Editional	
月	松本一路ですね	Editional	
松本	松本一路ですね	Editional	
一路	松本一路ですね	Editional	
学部	松本一路ですね	Editional	
アナウンサー	松本一路ですね	Editional	
月	セレス小林ですね	Editional	
王座	セレス小林ですね	Editional	
世界	セレス小林ですね	Editional	
フライ	セレス小林ですね	Editional	
王者	セレス小林ですね	Editional	
劇団	梅野泰靖ですね	Editional	
東京	梅野泰靖ですね	Editional	
藝	梅野泰靖ですね	Editional	
梅野	梅野泰靖ですね	Editional	
泰	梅野泰靖ですね	Editional	
日本	太田陽子ですね	Editional	
ジュニア	太田陽子ですね	Editional	
中学	太田陽子ですね	Editional	
陸上	太田陽子ですね	Editional	
大会	太田陽子ですね	Editional	
仙覚	仙覚ですね	Editional	
万葉集	仙覚ですね	Editional	
文	仙覚ですね	Editional	
本	仙覚ですね	Editional	
校本	仙覚ですね	Editional	
石井	石井光三オフィスですね	Editional	
光三	石井光三オフィスですね	Editional	
オフィス	石井光三オフィスですね	Editional	
事務所	石井光三オフィスですね	Editional	
芸能	石井光三オフィスですね	Editional	
石井	石井光三ですね	Editional	
芸能	石井光三ですね	Editional	
光三	石井光三ですね	Editional	
タレント	石井光三ですね	Editional	
月	石井光三ですね	Editional	
月	ロビンソン・カノですね	Editional	
打率	ロビンソン・カノですね	Editional	
シーズン	ロビンソン・カノですね	Editional	
本塁打	ロビンソン・カノですね	Editional	
自身	ロビンソン・カノですね	Editional	
刑務所	ダニー・トレホですね	Editional	
作品	ダニー・トレホですね	Editional	
俳優	ダニー・トレホですね	Editional	
父親	ダニー・トレホですね	Editional	
麻薬	ダニー・トレホですね	Editional	
日本	ワルサーですね	Editional	
カール	ワルサーですね	Editional	
ドイツ	ワルサーですね	Editional	
銃器	ワルサーですね	Editional	
エア	ワルサーですね	Editional	
沖縄	沖縄県立真和志高等学校ですね	Editional	
学校	沖縄県立真和志高等学校ですね	Editional	
コース	沖縄県立真和志高等学校ですね	Editional	
県立	沖縄県立真和志高等学校ですね	Editional	
真和	沖縄県立真和志高等学校ですね	Editional	
峠	清滝峠ですね	Editional	
清滝	清滝峠ですね	Editional	
大阪	清滝峠ですね	Editional	
四條畷	清滝峠ですね	Editional	
生駒山地	清滝峠ですね	Editional	
北港	北港ジャンクションですね	Editional	
道路	北港ジャンクションですね	Editional	
ジャンク	北港ジャンクションですね	Editional	
ション	北港ジャンクションですね	Editional	
淀川	北港ジャンクションですね	Editional	
出入口	石津出入口ですね	Editional	
石津	石津出入口ですね	Editional	
大阪	石津出入口ですね	Editional	
堺	石津出入口ですね	Editional	
方面	石津出入口ですね	Editional	
出入口	高石出入口ですね	Editional	
高石	高石出入口ですね	Editional	
方面	高石出入口ですね	Editional	
たか	高石出入口ですね	Editional	
ぐち	高石出入口ですね	Editional	
バス	三菱ふそう・エアロスターMMですね	Editional	
エアロ	三菱ふそう・エアロスターMMですね	Editional	
路線	三菱ふそう・エアロスターMMですね	Editional	
ガス	三菱ふそう・エアロスターMMですね	Editional	
スター	三菱ふそう・エアロスターMMですね	Editional	
高岡	高岡警察署ですね	Editional	
警察	高岡警察署ですね	Editional	
たか	高岡警察署ですね	Editional	
しょ	高岡警察署ですね	Editional	
ラン	ラングレンですね	Editional	
グレン	ラングレンですね	Editional	
池田	池田出入口ですね	Editional	
出入口	池田出入口ですね	Editional	
大阪	池田出入口ですね	Editional	
環状	池田出入口ですね	Editional	
国道	池田出入口ですね	Editional	
池田	神田出入口ですね	Editional	
方面	神田出入口ですね	Editional	
出入口	神田出入口ですね	Editional	
木部	神田出入口ですね	Editional	
神田	神田出入口ですね	Editional	
川西	川西小花出入口ですね	Editional	
出入口	川西小花出入口ですね	Editional	
小花	川西小花出入口ですね	Editional	
池田	川西小花出入口ですね	Editional	
おば	川西小花出入口ですね	Editional	
池田	池田警察署ですね	Editional	
警察	池田警察署ですね	Editional	
しょ	池田警察署ですね	Editional	
警察	入善警察署ですね	Editional	
入善	入善警察署ですね	Editional	
富山	入善警察署ですね	Editional	
一つ	入善警察署ですね	Editional	
エンジン	三菱ふそう・エアロミディMKですね	Editional	
バス	三菱ふそう・エアロミディMKですね	Editional	
車体	三菱ふそう・エアロミディMKですね	Editional	
月	三菱ふそう・エアロミディMKですね	Editional	
エアロ	三菱ふそう・エアロミディMKですね	Editional	
警察	滑川警察署ですね	Editional	
滑川	滑川警察署ですね	Editional	
わけ	滑川警察署ですね	Editional	
しょ	滑川警察署ですね	Editional	
富山	滑川警察署ですね	Editional	
警察	上市警察署ですね	Editional	
富山	上市警察署ですね	Editional	
上市	上市警察署ですね	Editional	
市警	上市警察署ですね	Editional	
いち	上市警察署ですね	Editional	
警察	小杉警察署ですね	Editional	
小杉	小杉警察署ですね	Editional	
富山	小杉警察署ですね	Editional	
一つ	小杉警察署ですね	Editional	
月	小杉警察署ですね	Editional	
警察	新湊警察署ですね	Editional	
新湊	新湊警察署ですね	Editional	
射水	新湊警察署ですね	Editional	
富山	新湊警察署ですね	Editional	
幹部	新湊警察署ですね	Editional	
警察	高岡警察署 (富山県)ですね	Editional	
署長	高岡警察署 (富山県)ですね	Editional	
警視	高岡警察署 (富山県)ですね	Editional	
富山	高岡警察署 (富山県)ですね	Editional	
本部	高岡警察署 (富山県)ですね	Editional	
警察	氷見警察署ですね	Editional	
氷見	氷見警察署ですね	Editional	
しょ	氷見警察署ですね	Editional	
富山	氷見警察署ですね	Editional	
一つ	氷見警察署ですね	Editional	
警察	砺波警察署ですね	Editional	
砺波	砺波警察署ですね	Editional	
署長	砺波警察署ですね	Editional	
となみ	砺波警察署ですね	Editional	
けい	砺波警察署ですね	Editional	
警察	小矢部警察署ですね	Editional	
小矢部	小矢部警察署ですね	Editional	
けい	小矢部警察署ですね	Editional	
しょ	小矢部警察署ですね	Editional	
富山	小矢部警察署ですね	Editional	
神社	高橋稲荷神社ですね	Editional	
稲荷	高橋稲荷神社ですね	Editional	
熊本	高橋稲荷神社ですね	Editional	
高橋	高橋稲荷神社ですね	Editional	
日本	高橋稲荷神社ですね	Editional	
月	ユーリー・ダニエリですね	Editional	
ユーリー	ユーリー・ダニエリですね	Editional	
ダニエル	ユーリー・ダニエリですね	Editional	
作家	ユーリー・ダニエリですね	Editional	
ソ連	ユーリー・ダニエリですね	Editional	
男子	イワン・リュビチッチですね	Editional	
月	イワン・リュビチッチですね	Editional	
シングルス	イワン・リュビチッチですね	Editional	
クロアチア	イワン・リュビチッチですね	Editional	
大会	イワン・リュビチッチですね	Editional	
月	アーロン・レノンですね	Editional	
選手	アーロン・レノンですね	Editional	
イングランド	アーロン・レノンですね	Editional	
ゴール	アーロン・レノンですね	Editional	
シーズン	アーロン・レノンですね	Editional	
月	大日岳栄隆ですね	Editional	
場所	大日岳栄隆ですね	Editional	
幕下	大日岳栄隆ですね	Editional	
部屋	大日岳栄隆ですね	Editional	
大日	大日岳栄隆ですね	Editional	
サントス	サントス (曖昧さ回避)ですね	Editional	
スペイン	サントス (曖昧さ回避)ですね	Editional	
ポルトガル	サントス (曖昧さ回避)ですね	Editional	
複数	サントス (曖昧さ回避)ですね	Editional	
月	李榮杓ですね	Editional	
レギュラー	李榮杓ですね	Editional	
シーズン	李榮杓ですね	Editional	
ベスト	李榮杓ですね	Editional	
李	李榮杓ですね	Editional	
月	アントニオ・コンテですね	Editional	
シーズン	アントニオ・コンテですね	Editional	
イタリア	アントニオ・コンテですね	Editional	
チーム	アントニオ・コンテですね	Editional	
