Question	Answer	Source	Metadata
政治	郁慕明ですね	Editional	
エンジン	プラット・アンド・ホイットニー・カナダ PT6ですね	Editional	
タービン	プラット・アンド・ホイットニー・カナダ PT6ですね	Editional	
ガス	プラット・アンド・ホイットニー・カナダ PT6ですね	Editional	
プラット	プラット・アンド・ホイットニー・カナダ PT6ですね	Editional	
アンド	プラット・アンド・ホイットニー・カナダ PT6ですね	Editional	
崔	崔世安ですね	Editional	
世安	崔世安ですね	Editional	
マカオ	崔世安ですね	Editional	
行政	崔世安ですね	Editional	
さい	崔世安ですね	Editional	
テレビ	デブラ・ファレンティノですね	Editional	
女優	デブラ・ファレンティノですね	Editional	
モデル	デブラ・ファレンティノですね	Editional	
デブラ	デブラ・ファレンティノですね	Editional	
月	デブラ・ファレンティノですね	Editional	
弁護士	長尾秀太郎ですね	Editional	
香川	長尾秀太郎ですね	Editional	
長尾	長尾秀太郎ですね	Editional	
秀太郎	長尾秀太郎ですね	Editional	
月	長尾秀太郎ですね	Editional	
吉田	吉田富彦ですね	Editional	
富彦	吉田富彦ですね	Editional	
京都	吉田富彦ですね	Editional	
情報	吉田富彦ですね	Editional	
大学院	吉田富彦ですね	Editional	
武田	武田雅哉 (情報産業研究者)ですね	Editional	
雅哉	武田雅哉 (情報産業研究者)ですね	Editional	
情報	武田雅哉 (情報産業研究者)ですね	Editional	
産業	武田雅哉 (情報産業研究者)ですね	Editional	
たけ	武田雅哉 (情報産業研究者)ですね	Editional	
小島	小島智善ですね	Editional	
智	小島智善ですね	Editional	
善	小島智善ですね	Editional	
月	小島智善ですね	Editional	
昭和	小島智善ですね	Editional	
日本	樋口秀実ですね	Editional	
大学	樋口秀実ですね	Editional	
國	樋口秀実ですね	Editional	
學	樋口秀実ですね	Editional	
樋口	樋口秀実ですね	Editional	
李	李美慧 (教授)ですね	Editional	
美	李美慧 (教授)ですね	Editional	
慧	李美慧 (教授)ですね	Editional	
教授	李美慧 (教授)ですね	Editional	
めい	李美慧 (教授)ですね	Editional	
北山	北山寛巳ですね	Editional	
寛	北山寛巳ですね	Editional	
巳	北山寛巳ですね	Editional	
