Question	Answer	Source	Metadata
瑠璃子	青木瑠璃子ですね	Editional	
月	青木瑠璃子ですね	Editional	
月	山崎珠美ですね	Editional	
決勝	山崎珠美ですね	Editional	
選手	山崎珠美ですね	Editional	
柔道	山崎珠美ですね	Editional	
体重	山崎珠美ですね	Editional	
ジュニア	佐野賀世子ですね	Editional	
団体	佐野賀世子ですね	Editional	
決勝	佐野賀世子ですね	Editional	
柔道	佐野賀世子ですね	Editional	
月	佐野賀世子ですね	Editional	
三澤	ポラリス (三澤紗千香のアルバム)ですね	Editional	
作品	ポラリス (三澤紗千香のアルバム)ですね	Editional	
劇	ポラリス (三澤紗千香のアルバム)ですね	Editional	
中歌	ポラリス (三澤紗千香のアルバム)ですね	Editional	
アルバム	ポラリス (三澤紗千香のアルバム)ですね	Editional	
オムニバス	秋間経夫ですね	Editional	
秋	秋間経夫ですね	Editional	
経夫	秋間経夫ですね	Editional	
間	秋間経夫ですね	Editional	
あき	秋間経夫ですね	Editional	
荒木	荒木優里ですね	Editional	
優里	荒木優里ですね	Editional	
ゆり	荒木優里ですね	Editional	
月	荒木優里ですね	Editional	
高校	荒木優里ですね	Editional	
定永	定永閃石グループですね	Editional	
グループ	定永閃石グループですね	Editional	
鉱物	定永閃石グループですね	Editional	
カリ	定永閃石グループですね	Editional	
愛媛	定永閃石グループですね	Editional	
月	吉高由里子ですね	Editional	
映画	吉高由里子ですね	Editional	
女優	吉高由里子ですね	Editional	
吉	吉高由里子ですね	Editional	
由里子	吉高由里子ですね	Editional	
平成	稲森いずみですね	Editional	
月	稲森いずみですね	Editional	
ドラマ	稲森いずみですね	Editional	
女優	稲森いずみですね	Editional	
モデル	稲森いずみですね	Editional	
音楽	ミヒャエル・タウベですね	Editional	
イスラエル	ミヒャエル・タウベですね	Editional	
ピアノ	ミヒャエル・タウベですね	Editional	
オーケストラ	ミヒャエル・タウベですね	Editional	
室内	ミヒャエル・タウベですね	Editional	
選手権	浅田真央ですね	Editional	
シーズン	浅田真央ですね	Editional	
アクセル	浅田真央ですね	Editional	
フリー	浅田真央ですね	Editional	
世界	浅田真央ですね	Editional	
音楽	高尾奏之介ですね	Editional	
高尾	高尾奏之介ですね	Editional	
日本	高尾奏之介ですね	Editional	
ピアノ	高尾奏之介ですね	Editional	
高校	高尾奏之介ですね	Editional	
シングル	With (中島みゆきの曲)ですね	Editional	
中島	With (中島みゆきの曲)ですね	Editional	
みゆき	With (中島みゆきの曲)ですね	Editional	
曲	With (中島みゆきの曲)ですね	Editional	
アルバム	With (中島みゆきの曲)ですね	Editional	
そば	神田まつやですね	Editional	
神田	神田まつやですね	Editional	
まつ	神田まつやですね	Editional	
小高	神田まつやですね	Editional	
藪	神田まつやですね	Editional	
環	上環ですね	Editional	
香港	上環ですね	Editional	
上	上環ですね	Editional	
ハリウッド	上環ですね	Editional	
フェリー	上環ですね	Editional	
野球	新垣勇人ですね	Editional	
大会	新垣勇人ですね	Editional	
月	新垣勇人ですね	Editional	
プロ	新垣勇人ですね	Editional	
中学校	新垣勇人ですね	Editional	
藤	藤安醸造ですね	Editional	
醤油	藤安醸造ですね	Editional	
味噌	藤安醸造ですね	Editional	
鹿児島	藤安醸造ですね	Editional	
明治	藤安醸造ですね	Editional	
アンケート	杉田水脈ですね	Editional	
毎日新聞	杉田水脈ですね	Editional	
谷口	杉田水脈ですね	Editional	
朝日	杉田水脈ですね	Editional	
東大	杉田水脈ですね	Editional	
日本	岩生周一ですね	Editional	
教授	岩生周一ですね	Editional	
岩石	岩生周一ですね	Editional	
理学部	岩生周一ですね	Editional	
地質	岩生周一ですね	Editional	
工藤	工藤阿須加ですね	Editional	
月	工藤阿須加ですね	Editional	
ドラマ	工藤阿須加ですね	Editional	
野球	工藤阿須加ですね	Editional	
フジテレビ	工藤阿須加ですね	Editional	
大滝	Close Your Eyes (大滝純の曲)ですね	Editional	
純	Close Your Eyes (大滝純の曲)ですね	Editional	
曲	Close Your Eyes (大滝純の曲)ですね	Editional	
ベーシスト	Close Your Eyes (大滝純の曲)ですね	Editional	
名義	Close Your Eyes (大滝純の曲)ですね	Editional	
映画	カリン・ピーター・ネッツァーですね	Editional	
長編	カリン・ピーター・ネッツァーですね	Editional	
国際	カリン・ピーター・ネッツァーですね	Editional	
月	カリン・ピーター・ネッツァーですね	Editional	
ルーマニア	カリン・ピーター・ネッツァーですね	Editional	
心理	信田さよ子ですね	Editional	
臨床	信田さよ子ですね	Editional	
原宿	信田さよ子ですね	Editional	
お茶の水女子大学	信田さよ子ですね	Editional	
信田	信田さよ子ですね	Editional	
番組	池上彰スペシャルですね	Editional	
池上	池上彰スペシャルですね	Editional	
月	池上彰スペシャルですね	Editional	
彰	池上彰スペシャルですね	Editional	
スペシャル	池上彰スペシャルですね	Editional	
回天	勝山淳ですね	Editional	
勝山	勝山淳ですね	Editional	
月	勝山淳ですね	Editional	
那珂	勝山淳ですね	Editional	
基地	勝山淳ですね	Editional	
野呂	野呂陽菜ですね	Editional	
陽	野呂陽菜ですね	Editional	
菜	野呂陽菜ですね	Editional	
月	野呂陽菜ですね	Editional	
名古屋	野呂陽菜ですね	Editional	
市長	中島一ですね	Editional	
滋賀	中島一ですね	Editional	
彦根	中島一ですね	Editional	
中島	中島一ですね	Editional	
一	中島一ですね	Editional	
川島	川島一成ですね	Editional	
一成	川島一成ですね	Editional	
日本	川島一成ですね	Editional	
演歌	川島一成ですね	Editional	
歌手	川島一成ですね	Editional	
武部	武部申策ですね	Editional	
一家	武部申策ですね	Editional	
総会	武部申策ですね	Editional	
壮士	武部申策ですね	Editional	
洲崎	武部申策ですね	Editional	
福岡	古賀篤ですね	Editional	
月	古賀篤ですね	Editional	
衆議院	古賀篤ですね	Editional	
議員	古賀篤ですね	Editional	
大臣	古賀篤ですね	Editional	
定永	カリ第一鉄定永閃石ですね	Editional	
カリ	カリ第一鉄定永閃石ですね	Editional	
鉱物	カリ第一鉄定永閃石ですね	Editional	
鉄	カリ第一鉄定永閃石ですね	Editional	
グループ	カリ第一鉄定永閃石ですね	Editional	
定永	定永閃石ですね	Editional	
鉱物	定永閃石ですね	Editional	
名称	定永閃石ですね	Editional	
グループ	定永閃石ですね	Editional	
マグネシウム	定永閃石ですね	Editional	
高木	山下澄子ですね	Editional	
月	山下澄子ですね	Editional	
山下	山下澄子ですね	Editional	
映画	山下澄子ですね	Editional	
昭和	山下澄子ですね	Editional	
郡	ヘンリー郡 (アラバマ州)ですね	Editional	
