Question	Answer	Source	Metadata
映像	竹峰義和ですね	Editional	
竹	竹峰義和ですね	Editional	
川上	奈良県立川上高等学校川上分校ですね	Editional	
学校	奈良県立川上高等学校川上分校ですね	Editional	
奈良	奈良県立川上高等学校川上分校ですね	Editional	
県立	奈良県立川上高等学校川上分校ですね	Editional	
分校	奈良県立川上高等学校川上分校ですね	Editional	
弁護士	軍司育雄ですね	Editional	
会長	軍司育雄ですね	Editional	
事務所	軍司育雄ですね	Editional	
日本	軍司育雄ですね	Editional	
委員	軍司育雄ですね	Editional	
益田	益田市立西南中学校ですね	Editional	
中学校	益田市立西南中学校ですね	Editional	
市立	益田市立西南中学校ですね	Editional	
地区	益田市立西南中学校ですね	Editional	
西南	益田市立西南中学校ですね	Editional	
ミミ	小橋ミミですね	Editional	
小橋	小橋ミミですね	Editional	
こ	小橋ミミですね	Editional	
日本	小橋ミミですね	Editional	
役者	小橋ミミですね	Editional	
奈良	奈良県立城内高等学校ですね	Editional	
学校	奈良県立城内高等学校ですね	Editional	
県立	奈良県立城内高等学校ですね	Editional	
城内	奈良県立城内高等学校ですね	Editional	
廃校	奈良県立城内高等学校ですね	Editional	
弁護士	澤井英久ですね	Editional	
日本	澤井英久ですね	Editional	
委員	澤井英久ですね	Editional	
澤井	澤井英久ですね	Editional	
法律	澤井英久ですね	Editional	
忠孝	深澤忠孝ですね	Editional	
福島	深澤忠孝ですね	Editional	
日本	深澤忠孝ですね	Editional	
深澤	深澤忠孝ですね	Editional	
詩人	深澤忠孝ですね	Editional	
陸上	小林美香 (陸上選手)ですね	Editional	
小林	小林美香 (陸上選手)ですね	Editional	
美香	小林美香 (陸上選手)ですね	Editional	
選手	小林美香 (陸上選手)ですね	Editional	
日本	小林美香 (陸上選手)ですね	Editional	
川越	島田宿大井川川越遺跡ですね	Editional	
宿	島田宿大井川川越遺跡ですね	Editional	
島田	島田宿大井川川越遺跡ですね	Editional	
遺跡	島田宿大井川川越遺跡ですね	Editional	
大井	島田宿大井川川越遺跡ですね	Editional	
羽田	ゼニス羽田ホールディングスですね	Editional	
ホールディングス	ゼニス羽田ホールディングスですね	Editional	
株式会社	ゼニス羽田ホールディングスですね	Editional	
英	ゼニス羽田ホールディングスですね	Editional	
