Question	Answer	Source	Metadata
小枝	石田小枝ですね	Editional	
作家	鈴木幸夫 (英文学者)ですね	Editional	
教授	鈴木幸夫 (英文学者)ですね	Editional	
鈴木	鈴木幸夫 (英文学者)ですね	Editional	
月	鈴木幸夫 (英文学者)ですね	Editional	
文学	鈴木幸夫 (英文学者)ですね	Editional	
月	リック・オースチンですね	Editional	
リック	リック・オースチンですね	Editional	
オースチン	リック・オースチンですね	Editional	
ワシントン	リック・オースチンですね	Editional	
デトロイト	リック・オースチンですね	Editional	
沖	沖紘子ですね	Editional	
紘子	沖紘子ですね	Editional	
日本	沖紘子ですね	Editional	
霊	沖紘子ですね	Editional	
能	沖紘子ですね	Editional	
病院	伊東歯科口腔病院ですね	Editional	
歯科	伊東歯科口腔病院ですね	Editional	
伊東	伊東歯科口腔病院ですね	Editional	
医療	伊東歯科口腔病院ですね	Editional	
口腔	伊東歯科口腔病院ですね	Editional	
忍	忍法帖ですね	Editional	
法帖	忍法帖ですね	Editional	
ユーザー	忍法帖ですね	Editional	
レベル	忍法帖ですね	Editional	
忍者	忍法帖ですね	Editional	
森下	森下雨村ですね	Editional	
小説	森下雨村ですね	Editional	
青年	森下雨村ですね	Editional	
横溝	森下雨村ですね	Editional	
雨	森下雨村ですね	Editional	
細菌	ナラシンですね	Editional	
基	ナラシンですね	Editional	
誘導体	ナラシンですね	Editional	
佐々木	佐々木禎子 (小説家)ですね	Editional	
禎子	佐々木禎子 (小説家)ですね	Editional	
小説	佐々木禎子 (小説家)ですね	Editional	
ささき	佐々木禎子 (小説家)ですね	Editional	
ていこ	佐々木禎子 (小説家)ですね	Editional	
教授	青山誠子ですね	Editional	
青山	青山誠子ですね	Editional	
誠子	青山誠子ですね	Editional	
青山学院大学	青山誠子ですね	Editional	
おやま	青山誠子ですね	Editional	
ばってん	肥後ドッコイですね	Editional	
荒川	肥後ドッコイですね	Editional	
Ｊｒ	肥後ドッコイですね	Editional	
肥後	肥後ドッコイですね	Editional	
コンビ	肥後ドッコイですね	Editional	
委員	陳中孚ですね	Editional	
政府	陳中孚ですね	Editional	
革命	陳中孚ですね	Editional	
民	陳中孚ですね	Editional	
任	陳中孚ですね	Editional	
戸次	戸次通孝ですね	Editional	
柳河	戸次通孝ですね	Editional	
藩主	戸次通孝ですね	Editional	
立花	戸次通孝ですね	Editional	
通孝	戸次通孝ですね	Editional	
日本	西岡光秋ですね	Editional	
詩人	西岡光秋ですね	Editional	
西岡	西岡光秋ですね	Editional	
光	西岡光秋ですね	Editional	
秋	西岡光秋ですね	Editional	
トッド	トッド・ブラウンですね	Editional	
ブラウン	トッド・ブラウンですね	Editional	
月	トッド・ブラウンですね	Editional	
アメリカ合衆国	トッド・ブラウンですね	Editional	
出身	トッド・ブラウンですね	Editional	
市民	外川浩子ですね	Editional	
法人	外川浩子ですね	Editional	
団体	外川浩子ですね	Editional	
外川	外川浩子ですね	Editional	
浩子	外川浩子ですね	Editional	
日本	中野嘉一ですね	Editional	
詩人	中野嘉一ですね	Editional	
中野	中野嘉一ですね	Editional	
嘉一	中野嘉一ですね	Editional	
月	中野嘉一ですね	Editional	
大学	マーガレット・カノヴァンですね	Editional	
マーガレット	マーガレット・カノヴァンですね	Editional	
イギリス	マーガレット・カノヴァンですね	Editional	
政治	マーガレット・カノヴァンですね	Editional	
キール	マーガレット・カノヴァンですね	Editional	
大学	クリストファー・ラッシュですね	Editional	
