Question	Answer	Source	Metadata
船橋	多聞寺 (船橋市)ですね	Editional	
鎌倉	多聞寺 (船橋市)ですね	Editional	
柴田	柴田礼能ですね	Editional	
礼	柴田礼能ですね	Editional	
能	柴田礼能ですね	Editional	
大友	柴田礼能ですね	Editional	
宗麟	柴田礼能ですね	Editional	
箱崎	箱崎 (福岡市)ですね	Editional	
福岡	箱崎 (福岡市)ですね	Editional	
東	箱崎 (福岡市)ですね	Editional	
地	箱崎 (福岡市)ですね	Editional	
行政	箱崎 (福岡市)ですね	Editional	
野球	鵜飼克雄ですね	Editional	
鵜飼	鵜飼克雄ですね	Editional	
投手	鵜飼克雄ですね	Editional	
徳島	鵜飼克雄ですね	Editional	
プロ	鵜飼克雄ですね	Editional	
映画	綿井健陽ですね	Editional	
イラク	綿井健陽ですね	Editional	
ジャーナリスト	綿井健陽ですね	Editional	
日本	綿井健陽ですね	Editional	
アジア	綿井健陽ですね	Editional	
弁護士	稲見友之ですね	Editional	
稲見	稲見友之ですね	Editional	
田中	稲見友之ですね	Editional	
友之	稲見友之ですね	Editional	
月	稲見友之ですね	Editional	
和田	古山城 (下野国)ですね	Editional	
城	古山城 (下野国)ですね	Editional	
日光	古山城 (下野国)ですね	Editional	
一族	古山城 (下野国)ですね	Editional	
義秀	古山城 (下野国)ですね	Editional	
プロ	後藤修ですね	Editional	
野球	後藤修ですね	Editional	
松竹	後藤修ですね	Editional	
後藤	後藤修ですね	Editional	
修	後藤修ですね	Editional	
阿部	阿部友和ですね	Editional	
友和	阿部友和ですね	Editional	
福岡	阿部友和ですね	Editional	
選手	阿部友和ですね	Editional	
富山	阿部友和ですね	Editional	
メルニチェンコ	ユーリー・メルニチェンコですね	Editional	
ユーリー	ユーリー・メルニチェンコですね	Editional	
カザフ	ユーリー・メルニチェンコですね	Editional	
ローマ字	ユーリー・メルニチェンコですね	Editional	
月	ユーリー・メルニチェンコですね	Editional	
王	王慶 (水滸伝)ですね	Editional	
慶	王慶 (水滸伝)ですね	Editional	
段	王慶 (水滸伝)ですね	Editional	
張	王慶 (水滸伝)ですね	Editional	
李	王慶 (水滸伝)ですね	Editional	
モハメッド	モハメッド・ウオーニーですね	Editional	
月	モハメッド・ウオーニーですね	Editional	
北海道	モハメッド・ウオーニーですね	Editional	
コートジボワール	モハメッド・ウオーニーですね	Editional	
出身	モハメッド・ウオーニーですね	Editional	
西川	西川里美ですね	Editional	
里美	西川里美ですね	Editional	
さとみ	西川里美ですね	Editional	
月	西川里美ですね	Editional	
愛知	西川里美ですね	Editional	
日本	大西巷一ですね	Editional	
大西	大西巷一ですね	Editional	
巷	大西巷一ですね	Editional	
漫画	大西巷一ですね	Editional	
文学部	大西巷一ですね	Editional	
上杉	上杉満代ですね	Editional	
バレエ	上杉満代ですね	Editional	
満代	上杉満代ですね	Editional	
大野	上杉満代ですね	Editional	
ソロ	上杉満代ですね	Editional	
コレクション	寛 クリップ・コレクションですね	Editional	
寛	寛 クリップ・コレクションですね	Editional	
クリップ	寛 クリップ・コレクションですね	Editional	
シングル	寛 クリップ・コレクションですね	Editional	
ひろ	寛 クリップ・コレクションですね	Editional	
鮎川	鮎川真理ですね	Editional	
真理	鮎川真理ですね	Editional	
女優	鮎川真理ですね	Editional	
あゆ	鮎川真理ですね	Editional	
まり	鮎川真理ですね	Editional	
梁	キャシー・リョンですね	Editional	
香港	キャシー・リョンですね	Editional	
キャシー	キャシー・リョンですね	Editional	
恩	キャシー・リョンですね	Editional	
月	キャシー・リョンですね	Editional	
柔道	石川隆彦ですね	Editional	
石川	石川隆彦ですね	Editional	
木村	石川隆彦ですね	Editional	
日本	石川隆彦ですね	Editional	
講道館	石川隆彦ですね	Editional	
予選	セルゲイ・ムレイコですね	Editional	
モルドバ	セルゲイ・ムレイコですね	Editional	
オリンピック	セルゲイ・ムレイコですね	Editional	
セルゲイ	セルゲイ・ムレイコですね	Editional	
ブルガリア	セルゲイ・ムレイコですね	Editional	
五十嵐	五十嵐ゆうかですね	Editional	
ゆう	五十嵐ゆうかですね	Editional	
いが	五十嵐ゆうかですね	Editional	
月	五十嵐ゆうかですね	Editional	
日本	五十嵐ゆうかですね	Editional	
カナダ	ジョン・マレルですね	Editional	
ジョン	ジョン・マレルですね	Editional	
アメリカ合衆国	ジョン・マレルですね	Editional	
テキサス	ジョン・マレルですね	Editional	
大学	ジョン・マレルですね	Editional	
上海	林陽一ですね	Editional	
コナミ	林陽一ですね	Editional	
ゲーム	林陽一ですね	Editional	
楽曲	林陽一ですね	Editional	
家庭	林陽一ですね	Editional	
近衛	久我晴通ですね	Editional	
天文	久我晴通ですね	Editional	
久我	久我晴通ですね	Editional	
右	久我晴通ですね	Editional	
晴	久我晴通ですね	Editional	
北アイルランド	アレックス・ブルースですね	Editional	
ブルース	アレックス・ブルースですね	Editional	
アイルランド	アレックス・ブルースですね	Editional	
月	アレックス・ブルースですね	Editional	
アレックス	アレックス・ブルースですね	Editional	
永	久我通堅ですね	Editional	
禄	久我通堅ですね	Editional	
久我	久我通堅ですね	Editional	
堅	久我通堅ですね	Editional	
源氏	久我通堅ですね	Editional	
伊吹	伊吹ひかりですね	Editional	
ひかり	伊吹ひかりですね	Editional	
いぶき	伊吹ひかりですね	Editional	
月	伊吹ひかりですね	Editional	
名義	伊吹ひかりですね	Editional	
久我	久我通名ですね	Editional	
通	久我通名ですね	Editional	
中納言	久我通名ですね	Editional	
寛文	久我通名ですね	Editional	
長男	久我通名ですね	Editional	
外山	外山光顕ですね	Editional	
日野	外山光顕ですね	Editional	
公卿	外山光顕ですね	Editional	
大納言	外山光顕ですね	Editional	
権	外山光顕ですね	Editional	
ニュージャージー	ピーター・ディンクレイジですね	Editional	
月	ピーター・ディンクレイジですね	Editional	
俳優	ピーター・ディンクレイジですね	Editional	
大学	ピーター・ディンクレイジですね	Editional	
作品	ピーター・ディンクレイジですね	Editional	
久我	久我敦通ですね	Editional	
天皇	久我敦通ですね	Editional	
天正	久我敦通ですね	Editional	
敦	久我敦通ですね	Editional	
時代	久我敦通ですね	Editional	
鹿野	鹿野睦ですね	Editional	
睦	鹿野睦ですね	Editional	
月	鹿野睦ですね	Editional	
シニア	鹿野睦ですね	Editional	
アナウンサー	鹿野睦ですね	Editional	
松山	結野亜希ですね	Editional	
結	結野亜希ですね	Editional	
野	結野亜希ですね	Editional	
亜希	結野亜希ですね	Editional	
情報	結野亜希ですね	Editional	
投手	吉井英昭ですね	Editional	
吉井	吉井英昭ですね	Editional	
