Question	Answer	Source	Metadata
氷見	氷見市立窪小学校ですね	Editional	
窪	氷見市立窪小学校ですね	Editional	
小学校	氷見市立窪小学校ですね	Editional	
市立	氷見市立窪小学校ですね	Editional	
りつ	氷見市立窪小学校ですね	Editional	
月	アン・サザーンですね	Editional	
アメリカ合衆国	アン・サザーンですね	Editional	
女優	アン・サザーンですね	Editional	
月	アン・ジェフリーズですね	Editional	
アメリカ合衆国	アン・ジェフリーズですね	Editional	
女優	アン・ジェフリーズですね	Editional	
戦略	入江仁之ですね	Editional	
日本	入江仁之ですね	Editional	
シスコ	入江仁之ですね	Editional	
コンサルティング	入江仁之ですね	Editional	
委員	入江仁之ですね	Editional	
テレビ	アレクサンドラ・ポール (女優)ですね	Editional	
ポール	アレクサンドラ・ポール (女優)ですね	Editional	
女優	アレクサンドラ・ポール (女優)ですね	Editional	
映画	アレクサンドラ・ポール (女優)ですね	Editional	
アレクサンドラ	アレクサンドラ・ポール (女優)ですね	Editional	
キャサリン	キャサリン・キューザックですね	Editional	
キュー	キャサリン・キューザックですね	Editional	
ザック	キャサリン・キューザックですね	Editional	
月	キャサリン・キューザックですね	Editional	
イギリス	キャサリン・キューザックですね	Editional	
ジョン	ジョン・ジェンキンズですね	Editional	
脚本	ジョン・ストックウェルですね	Editional	
ジョン	ジョン・ストックウェルですね	Editional	
映画	ジョン・ストックウェルですね	Editional	
俳優	ジョン・ストックウェルですね	Editional	
モデル	ジョン・ストックウェルですね	Editional	
党	グエン・シン・フンですね	Editional	
月	グエン・シン・フンですね	Editional	
ベトナム	グエン・シン・フンですね	Editional	
委員	グエン・シン・フンですね	Editional	
グエン	グエン・シン・フンですね	Editional	
ポール	ポール・エミール・ド・ピュイですね	Editional	
月	ポール・エミール・ド・ピュイですね	Editional	
ラン	ポール・エミール・ド・ピュイですね	Editional	
分野	ポール・エミール・ド・ピュイですね	Editional	
園芸	ポール・エミール・ド・ピュイですね	Editional	
月	久間田琳加ですね	Editional	
モデル	久間田琳加ですね	Editional	
ビデオ	久間田琳加ですね	Editional	
女子	久間田琳加ですね	Editional	
同誌	久間田琳加ですね	Editional	
上田	上田孝吉ですね	Editional	
議員	上田孝吉ですね	Editional	
孝吉	上田孝吉ですね	Editional	
月	上田孝吉ですね	Editional	
昭和	上田孝吉ですね	Editional	
沼部	沼部幸博ですね	Editional	
幸博	沼部幸博ですね	Editional	
日本	沼部幸博ですね	Editional	
日本歯科大学	沼部幸博ですね	Editional	
歯学部	沼部幸博ですね	Editional	
月	エリック・ドフランドルですね	Editional	
シーズン	エリック・ドフランドルですね	Editional	
最終	エリック・ドフランドルですね	Editional	
クラブ	エリック・ドフランドルですね	Editional	
チーム	エリック・ドフランドルですね	Editional	
ロサンゼルス	アレン・ハインズですね	Editional	
ジャズ	アレン・ハインズですね	Editional	
フュージョン	アレン・ハインズですね	Editional	
ミュージシャン	アレン・ハインズですね	Editional	
音楽	アレン・ハインズですね	Editional	
月	河上哲太ですね	Editional	
昭和	河上哲太ですね	Editional	
議員	河上哲太ですね	Editional	
河上	河上哲太ですね	Editional	
哲太	河上哲太ですね	Editional	
