Question	Answer	Source	Metadata
東京	葛巻義敏ですね	Editional	
芥川	葛巻義敏ですね	Editional	
葛巻	葛巻義敏ですね	Editional	
新宿	葛巻義敏ですね	Editional	
ピアノ	2つのラプソディ (ブラームス)ですね	Editional	
ラプソディ	2つのラプソディ (ブラームス)ですね	Editional	
ブラームス	2つのラプソディ (ブラームス)ですね	Editional	
作品	2つのラプソディ (ブラームス)ですね	Editional	
狂詩曲	2つのラプソディ (ブラームス)ですね	Editional	
経済	高橋洋児ですね	Editional	
高橋	高橋洋児ですね	Editional	
洋児	高橋洋児ですね	Editional	
博士	高橋洋児ですね	Editional	
たかはし	高橋洋児ですね	Editional	
なつみ	渡辺なつみ (作詞家)ですね	Editional	
宇都宮	渡辺なつみ (作詞家)ですね	Editional	
渡辺	渡辺なつみ (作詞家)ですね	Editional	
餃子	渡辺なつみ (作詞家)ですね	Editional	
わ	渡辺なつみ (作詞家)ですね	Editional	
フセイン	フセイン・シャーですね	Editional	
プロ	フセイン・シャーですね	Editional	
ボクシング	フセイン・シャーですね	Editional	
ジム	フセイン・シャーですね	Editional	
シャー	フセイン・シャーですね	Editional	
月	マイケル・スウェイトですね	Editional	
ブカレスト	マイケル・スウェイトですね	Editional	
大会	マイケル・スウェイトですね	Editional	
メンバー	マイケル・スウェイトですね	Editional	
予選	マイケル・スウェイトですね	Editional	
井上	井上喜久子のキャラメルタウンですね	Editional	
喜久子	井上喜久子のキャラメルタウンですね	Editional	
キャラメル	井上喜久子のキャラメルタウンですね	Editional	
ラジオ	井上喜久子のキャラメルタウンですね	Editional	
タウン	井上喜久子のキャラメルタウンですね	Editional	
ボス	ジョン・ゴッティですね	Editional	
一家	ジョン・ゴッティですね	Editional	
月	ジョン・ゴッティですね	Editional	
マフィア	ジョン・ゴッティですね	Editional	
ファミリー	ジョン・ゴッティですね	Editional	
小品	6つの小品 (ブラームス)ですね	Editional	
ブラームス	6つの小品 (ブラームス)ですね	Editional	
ピアノ	6つの小品 (ブラームス)ですね	Editional	
作品	6つの小品 (ブラームス)ですね	Editional	
最後	6つの小品 (ブラームス)ですね	Editional	
河村	河村太朗ですね	Editional	
太朗	河村太朗ですね	Editional	
