Question	Answer	Source	Metadata
宇和島	宇神幸男ですね	Editional	
文学	宇神幸男ですね	Editional	
幸男	宇神幸男ですね	Editional	
小説	宇神幸男ですね	Editional	
音楽	宇神幸男ですね	Editional	
鳳	田川鳳朗ですね	Editional	
田川	田川鳳朗ですね	Editional	
朗	田川鳳朗ですね	Editional	
宝	田川鳳朗ですね	Editional	
月	田川鳳朗ですね	Editional	
モー	ハル・デイヴィスですね	Editional	
タウン	ハル・デイヴィスですね	Editional	
ジャクソン	ハル・デイヴィスですね	Editional	
月	ハル・デイヴィスですね	Editional	
時代	ハル・デイヴィスですね	Editional	
火	火なしこんろですね	Editional	
ろ	火なしこんろですね	Editional	
こん	火なしこんろですね	Editional	
鍋	火なしこんろですね	Editional	
時代	火なしこんろですね	Editional	
ローズ	ジェーン・フェローズですね	Editional	
男爵	ジェーン・フェローズですね	Editional	
月	ジェーン・フェローズですね	Editional	
ロバート	ジェーン・フェローズですね	Editional	
伯爵	ジェーン・フェローズですね	Editional	
イギリス	アレクサンダー・ダリンプルですね	Editional	
水路	アレクサンダー・ダリンプルですね	Editional	
学者	アレクサンダー・ダリンプルですね	Editional	
大陸	アレクサンダー・ダリンプルですね	Editional	
月	アレクサンダー・ダリンプルですね	Editional	
景	長尾景総ですね	Editional	
長尾	長尾景総ですね	Editional	
総	長尾景総ですね	Editional	
月	長尾景総ですね	Editional	
謙信	長尾景総ですね	Editional	
ローズ	ロバート・フェローズ (フェローズ男爵)ですね	Editional	
ジェーン	ロバート・フェローズ (フェローズ男爵)ですね	Editional	
月	ロバート・フェローズ (フェローズ男爵)ですね	Editional	
女王	ロバート・フェローズ (フェローズ男爵)ですね	Editional	
貴族	ロバート・フェローズ (フェローズ男爵)ですね	Editional	
小野	小野泰博ですね	Editional	
泰博	小野泰博ですね	Editional	
宗教	小野泰博ですね	Editional	
学者	小野泰博ですね	Editional	
おの	小野泰博ですね	Editional	
日本	三瓶孝子ですね	Editional	
経済	三瓶孝子ですね	Editional	
三瓶	三瓶孝子ですね	Editional	
孝子	三瓶孝子ですね	Editional	
月	三瓶孝子ですね	Editional	
戦隊	烈車戦隊トッキュウジャー/ビュンビュン!トッキュウジャーですね	Editional	
烈	烈車戦隊トッキュウジャー/ビュンビュン!トッキュウジャーですね	Editional	
伊勢	烈車戦隊トッキュウジャー/ビュンビュン!トッキュウジャーですね	Editional	
歌詞	烈車戦隊トッキュウジャー/ビュンビュン!トッキュウジャーですね	Editional	
鎌田	烈車戦隊トッキュウジャー/ビュンビュン!トッキュウジャーですね	Editional	
テレビ東京	野沢春日ですね	Editional	
野沢	野沢春日ですね	Editional	
春日	野沢春日ですね	Editional	
月	野沢春日ですね	Editional	
アナウンサー	野沢春日ですね	Editional	
垂水	垂水雄二ですね	Editional	
雄二	垂水雄二ですね	Editional	
ジャーナリスト	垂水雄二ですね	Editional	
大阪	垂水雄二ですね	Editional	
平凡社	垂水雄二ですね	Editional	
美和	杉本美和介ですね	Editional	
藩主	杉本美和介ですね	Editional	
杉本	杉本美和介ですね	Editional	
時代	杉本美和介ですね	Editional	
加賀	杉本美和介ですね	Editional	
教授	浅尾哲朗ですね	Editional	
浅尾	浅尾哲朗ですね	Editional	
哲朗	浅尾哲朗ですね	Editional	
生物	浅尾哲朗ですね	Editional	
聖マリアンナ医科大学	浅尾哲朗ですね	Editional	
ボーイ	ダーク・ブラッドですね	Editional	
ダーク	ダーク・ブラッドですね	Editional	
ブラッド	ダーク・ブラッドですね	Editional	
映画	ダーク・ブラッドですね	Editional	
本	ダーク・ブラッドですね	Editional	
教授	石原勝敏ですね	Editional	
石原	石原勝敏ですね	Editional	
勝敏	石原勝敏ですね	Editional	
埼玉大学	石原勝敏ですね	Editional	
理学	石原勝敏ですね	Editional	
教授	大橋清秀ですね	Editional	
大橋	大橋清秀ですね	Editional	
清秀	大橋清秀ですね	Editional	
帝塚山学院大学	大橋清秀ですね	Editional	
文学部	大橋清秀ですね	Editional	
名古屋	丹羽淑雄ですね	Editional	
野球	丹羽淑雄ですね	Editional	
月	丹羽淑雄ですね	Editional	
丹羽	丹羽淑雄ですね	Editional	
淑雄	丹羽淑雄ですね	Editional	
野木	位野木寿一ですね	Editional	
地理	位野木寿一ですね	Editional	
静岡	位野木寿一ですね	Editional	
教諭	位野木寿一ですね	Editional	
大阪	位野木寿一ですね	Editional	
ロバート	ロバート・チェンバースですね	Editional	
ウィリアム	ロバート・チェンバースですね	Editional	
月	ロバート・チェンバースですね	Editional	
兄	ロバート・チェンバースですね	Editional	
父	ロバート・チェンバースですね	Editional	
橋本	橋本恵子 (アナウンサー)ですね	Editional	
恵子	橋本恵子 (アナウンサー)ですね	Editional	
時代	橋本恵子 (アナウンサー)ですね	Editional	
