Question	Answer	Source	Metadata
カトリーヌ	カトリーヌ・ド・ブルボン (1559-1604)ですね	Editional	
兄	カトリーヌ・ド・ブルボン (1559-1604)ですね	Editional	
公	カトリーヌ・ド・ブルボン (1559-1604)ですね	Editional	
月	カトリーヌ・ド・ブルボン (1559-1604)ですね	Editional	
カトリック	カトリーヌ・ド・ブルボン (1559-1604)ですね	Editional	
マルゲリータ	マルゲリータ・ゴンザーガ (1591-1632)ですね	Editional	
公	マルゲリータ・ゴンザーガ (1591-1632)ですね	Editional	
ロレーヌ	マルゲリータ・ゴンザーガ (1591-1632)ですね	Editional	
月	マルゲリータ・ゴンザーガ (1591-1632)ですね	Editional	
妻	マルゲリータ・ゴンザーガ (1591-1632)ですね	Editional	
マルゲリータ	マルゲリータ・ゴンザーガですね	Editional	
伊	マルゲリータ・ゴンザーガですね	Editional	
月	フランシス・エドワード・ベイチュですね	Editional	
ピアノ	フランシス・エドワード・ベイチュですね	Editional	
バーミンガム	フランシス・エドワード・ベイチュですね	Editional	
兄弟	フランシス・エドワード・ベイチュですね	Editional	
ロンドン	フランシス・エドワード・ベイチュですね	Editional	
富田	富田一色ですね	Editional	
地区	富田一色ですね	Editional	
一色	富田一色ですね	Editional	
四日市	富田一色ですね	Editional	
富田一色	富田一色ですね	Editional	
有田	有田光成ですね	Editional	
光成	有田光成ですね	Editional	
新潟	有田光成ですね	Editional	
サッカー	有田光成ですね	Editional	
選手	有田光成ですね	Editional	
バレーボール	渡辺啓太ですね	Editional	
アナリスト	渡辺啓太ですね	Editional	
日本	渡辺啓太ですね	Editional	
委員	渡辺啓太ですね	Editional	
協会	渡辺啓太ですね	Editional	
リーグ	岩田達明ですね	Editional	
日本棋院	岩田達明ですね	Editional	
中部	岩田達明ですね	Editional	
月	岩田達明ですね	Editional	
総本部	岩田達明ですね	Editional	
根室	婦羅理駅ですね	Editional	
歯舞	婦羅理駅ですね	Editional	
羅	婦羅理駅ですね	Editional	
理	婦羅理駅ですね	Editional	
駅	婦羅理駅ですね	Editional	
敦子	東敦子ですね	Editional	
東	東敦子ですね	Editional	
月	東敦子ですね	Editional	
日本	東敦子ですね	Editional	
芸術	東敦子ですね	Editional	
名義	菅なな子ですね	Editional	
菅	菅なな子ですね	Editional	
なな子	菅なな子ですね	Editional	
アイドル	菅なな子ですね	Editional	
チーム	菅なな子ですね	Editional	
マイケル	マイケル・ダミアンですね	Editional	
月	マイケル・ダミアンですね	Editional	
アメリカ合衆国	マイケル・ダミアンですね	Editional	
俳優	マイケル・ダミアンですね	Editional	
歌手	マイケル・ダミアンですね	Editional	
月	ルイス・メンドーサですね	Editional	
シーズン	ルイス・メンドーサですね	Editional	
投手	ルイス・メンドーサですね	Editional	
球団	ルイス・メンドーサですね	Editional	
