Question	Answer	Source	Metadata
兵部	西村兵部ですね	Editional	
月	西村兵部ですね	Editional	
大阪	西村兵部ですね	Editional	
中学校	平川中学校ですね	Editional	
平川	平川中学校ですね	Editional	
日本	平川中学校ですね	Editional	
公立	平川中学校ですね	Editional	
教授	藪内芳彦ですね	Editional	
地理	藪内芳彦ですね	Editional	
藪内	藪内芳彦ですね	Editional	
芳彦	藪内芳彦ですね	Editional	
月	藪内芳彦ですね	Editional	
中学校	宮前中学校ですね	Editional	
宮前	宮前中学校ですね	Editional	
みやま	宮前中学校ですね	Editional	
日本	宮前中学校ですね	Editional	
公立	宮前中学校ですね	Editional	
東京	高嶋雄三郎ですね	Editional	
高嶋	高嶋雄三郎ですね	Editional	
雄三郎	高嶋雄三郎ですね	Editional	
たか	高嶋雄三郎ですね	Editional	
しま	高嶋雄三郎ですね	Editional	
広島	田淵実夫ですね	Editional	
田淵	田淵実夫ですね	Editional	
実	田淵実夫ですね	Editional	
夫	田淵実夫ですね	Editional	
月	田淵実夫ですね	Editional	
中学校	原山中学校ですね	Editional	
原山	原山中学校ですね	Editional	
まち	原山中学校ですね	Editional	
日本	原山中学校ですね	Editional	
公立	原山中学校ですね	Editional	
京都	元井能ですね	Editional	
元井	元井能ですね	Editional	
教授	元井能ですね	Editional	
能	元井能ですね	Editional	
月	元井能ですね	Editional	
金	趙巧雲ですね	Editional	
趙	趙巧雲ですね	Editional	
巧	趙巧雲ですね	Editional	
雲	趙巧雲ですね	Editional	
北	趙巧雲ですね	Editional	
人種	ブルーノ・クルト・シュルツですね	Editional	
大学	ブルーノ・クルト・シュルツですね	Editional	
シュルツ	ブルーノ・クルト・シュルツですね	Editional	
ドイツ	ブルーノ・クルト・シュルツですね	Editional	
親衛隊	ブルーノ・クルト・シュルツですね	Editional	
日本	大河直躬ですね	Editional	
教授	大河直躬ですね	Editional	
大河	大河直躬ですね	Editional	
直躬	大河直躬ですね	Editional	
月	大河直躬ですね	Editional	
月	康淑帝姫ですね	Editional	
位	康淑帝姫ですね	Editional	
康	康淑帝姫ですね	Editional	
淑	康淑帝姫ですね	Editional	
帝	康淑帝姫ですね	Editional	
寺	河内六寺ですね	Editional	
廃寺	河内六寺ですね	Editional	
河内	河内六寺ですね	Editional	
智識	河内六寺ですね	Editional	
山下	河内六寺ですね	Editional	
小学校	大戸小学校ですね	Editional	
大戸	大戸小学校ですね	Editional	
日本	大戸小学校ですね	Editional	
公立	大戸小学校ですね	Editional	
位	趙懿安ですね	Editional	
公主	趙懿安ですね	Editional	
趙	趙懿安ですね	Editional	
宗	趙懿安ですね	Editional	
月	趙懿安ですね	Editional	
月	安淑帝姫ですね	Editional	
位	安淑帝姫ですね	Editional	
安	安淑帝姫ですね	Editional	
淑	安淑帝姫ですね	Editional	
帝	安淑帝姫ですね	Editional	
植物	ダニエル・オリバーですね	Editional	
ダニエル	ダニエル・オリバーですね	Editional	
王立	ダニエル・オリバーですね	Editional	
オリバー	ダニエル・オリバーですね	Editional	
月	ダニエル・オリバーですね	Editional	
位	趙金羅ですね	Editional	
趙	趙金羅ですね	Editional	
金羅	趙金羅ですね	Editional	
宋	趙金羅ですね	Editional	
皇女	趙金羅ですね	Editional	
月	朱淑娥ですね	Editional	
天啓	朱淑娥ですね	Editional	
朱	朱淑娥ですね	Editional	
淑	朱淑娥ですね	Editional	
しゅく	朱淑娥ですね	Editional	
大阪	本田良寛ですね	Editional	
昭和	本田良寛ですね	Editional	
良寛	本田良寛ですね	Editional	
月	本田良寛ですね	Editional	
本田	本田良寛ですね	Editional	
平島	平島裕正ですね	Editional	
裕正	平島裕正ですね	Editional	
医学	平島裕正ですね	Editional	
塩	平島裕正ですね	Editional	
民俗	平島裕正ですね	Editional	
香港	アンドリュー・ジョン・アンダーソン・ホールですね	Editional	
ホール	アンドリュー・ジョン・アンダーソン・ホールですね	Editional	
ヘッドコーチ	アンドリュー・ジョン・アンダーソン・ホールですね	Editional	
月	アンドリュー・ジョン・アンダーソン・ホールですね	Editional	
ワールドカップ	アンドリュー・ジョン・アンダーソン・ホールですね	Editional	
アンドリュー	アンドリュー・ホールですね	Editional	
ホール	アンドリュー・ホールですね	Editional	
救難	清海鎮 (ASR-21)ですね	Editional	
艦	清海鎮 (ASR-21)ですね	Editional	
海軍	清海鎮 (ASR-21)ですね	Editional	
水深	清海鎮 (ASR-21)ですね	Editional	
清海	清海鎮 (ASR-21)ですね	Editional	
小田井	小田井ですね	Editional	
たい	小田井ですね	Editional	
樹木	内田伽羅ですね	Editional	
映画	内田伽羅ですね	Editional	
内田	内田伽羅ですね	Editional	
伽羅	内田伽羅ですね	Editional	
女優	内田伽羅ですね	Editional	
月	藤巻紗月ですね	Editional	
フィン	藤巻紗月ですね	Editional	
スイミング	藤巻紗月ですね	Editional	
女子	藤巻紗月ですね	Editional	
藤巻	藤巻紗月ですね	Editional	
鶴田	鶴田葵ですね	Editional	
葵	鶴田葵ですね	Editional	
つる	鶴田葵ですね	Editional	
あおい	鶴田葵ですね	Editional	
月	鶴田葵ですね	Editional	
趙	趙瑚儿ですね	Editional	
皇女	趙瑚儿ですね	Editional	
昌福	趙瑚儿ですね	Editional	
位	趙瑚儿ですね	Editional	
帝	趙瑚儿ですね	Editional	
古墳	下諏訪青塚古墳ですね	Editional	
諏訪	下諏訪青塚古墳ですね	Editional	
青塚	下諏訪青塚古墳ですね	Editional	
埴輪	下諏訪青塚古墳ですね	Editional	
石室	下諏訪青塚古墳ですね	Editional	
帝	趙仏保ですね	Editional	
姫	趙仏保ですね	Editional	
福	趙仏保ですね	Editional	
趙	趙仏保ですね	Editional	
仏	趙仏保ですね	Editional	
月	ハッサン・ホワイトサイドですね	Editional	
ブロック	ハッサン・ホワイトサイドですね	Editional	
選手	ハッサン・ホワイトサイドですね	Editional	
シーズン	ハッサン・ホワイトサイドですね	Editional	
リバウンド	ハッサン・ホワイトサイドですね	Editional	
月	趙金児ですね	Editional	
趙	趙金児ですね	Editional	
金児	趙金児ですね	Editional	
皇女	趙金児ですね	Editional	
金	趙金児ですね	Editional	
月	生島半六ですね	Editional	
初代	生島半六ですね	Editional	
生島	生島半六ですね	Editional	
團十郎	生島半六ですね	Editional	
事件	生島半六ですね	Editional	
月	趙香雲ですね	Editional	
趙	趙香雲ですね	Editional	
香	趙香雲ですね	Editional	
雲	趙香雲ですね	Editional	
皇女	趙香雲ですね	Editional	
趙	趙串珠ですね	Editional	
串	趙串珠ですね	Editional	
珠	趙串珠ですね	Editional	
位	趙串珠ですね	Editional	
金	趙串珠ですね	Editional	
月	趙仙郎ですね	Editional	
趙	趙仙郎ですね	Editional	
仙	趙仙郎ですね	Editional	
郎	趙仙郎ですね	Editional	
皇女	趙仙郎ですね	Editional	
鈴木	鈴木昭彦ですね	Editional	
昭彦	鈴木昭彦ですね	Editional	
日本	鈴木昭彦ですね	Editional	
東京	鈴木昭彦ですね	Editional	
すずき	鈴木昭彦ですね	Editional	
江	安曇江荘ですね	Editional	
荘	安曇江荘ですね	Editional	
安曇	安曇江荘ですね	Editional	
羅	安曇江荘ですね	Editional	
時代	安曇江荘ですね	Editional	
三輪	三輪茂雄ですね	Editional	
茂雄	三輪茂雄ですね	Editional	
月	三輪茂雄ですね	Editional	
工学	三輪茂雄ですね	Editional	
工学部	三輪茂雄ですね	Editional	
月	北島謙次郎ですね	Editional	
昭和	北島謙次郎ですね	Editional	
拓	北島謙次郎ですね	Editional	
務	北島謙次郎ですね	Editional	
佐賀	北島謙次郎ですね	Editional	
山田	山田国広ですね	Editional	
国広	山田国広ですね	Editional	
やまだ	山田国広ですね	Editional	
くに	山田国広ですね	Editional	
ひろ	山田国広ですね	Editional	
教授	山田國廣ですね	Editional	
山田	山田國廣ですね	Editional	
國	山田國廣ですね	Editional	
廣	山田國廣ですね	Editional	
工学	山田國廣ですね	Editional	
経済	足立政男ですね	Editional	
立命館大学	足立政男ですね	Editional	
教授	足立政男ですね	Editional	
足立	足立政男ですね	Editional	
政男	足立政男ですね	Editional	
小学校	原山小学校ですね	Editional	
原山	原山小学校ですね	Editional	
日本	原山小学校ですね	Editional	
公立	原山小学校ですね	Editional	
小学校	中尾小学校ですね	Editional	
中尾	中尾小学校ですね	Editional	
なか	中尾小学校ですね	Editional	
日本	中尾小学校ですね	Editional	
公立	中尾小学校ですね	Editional	
小学校	河合小学校ですね	Editional	
河合	河合小学校ですね	Editional	
日本	河合小学校ですね	Editional	
公立	河合小学校ですね	Editional	
音楽	ジェームズ・スティーヴンス (1923年生の作曲家)ですね	Editional	
作品	ジェームズ・スティーヴンス (1923年生の作曲家)ですね	Editional	
ポップ	ジェームズ・スティーヴンス (1923年生の作曲家)ですね	Editional	
協会	ジェームズ・スティーヴンス (1923年生の作曲家)ですね	Editional	
月	ジェームズ・スティーヴンス (1923年生の作曲家)ですね	Editional	
諏訪	山田国広 (共産党員)ですね	Editional	
長野	山田国広 (共産党員)ですね	Editional	
工場	山田国広 (共産党員)ですね	Editional	
山田	山田国広 (共産党員)ですね	Editional	
国広	山田国広 (共産党員)ですね	Editional	
小学校	新和小学校ですね	Editional	
新和	新和小学校ですね	Editional	
しん	新和小学校ですね	Editional	
わし	新和小学校ですね	Editional	
日本	新和小学校ですね	Editional	
内閣	李克強内閣ですね	Editional	
李	李克強内閣ですね	Editional	
