Question	Answer	Source	Metadata
たて	山川亜弥ですね	Editional	
月	山川亜弥ですね	Editional	
野田	野田圭一ですね	Editional	
圭一	野田圭一ですね	Editional	
青	野田圭一ですね	Editional	
プロダクション	野田圭一ですね	Editional	
テレビ	野田圭一ですね	Editional	
月	加藤明子ですね	Editional	
番組	加藤明子ですね	Editional	
朝日放送	加藤明子ですね	Editional	
アナウンサー	加藤明子ですね	Editional	
加藤	加藤明子ですね	Editional	
日本	田久保忠衛ですね	Editional	
外交	田久保忠衛ですね	Editional	
理事	田久保忠衛ですね	Editional	
会	田久保忠衛ですね	Editional	
教授	田久保忠衛ですね	Editional	
昭和	平松茂雄ですね	Editional	
平松	平松茂雄ですね	Editional	
茂雄	平松茂雄ですね	Editional	
研究所	平松茂雄ですね	Editional	
大学	平松茂雄ですね	Editional	
小錦	小錦ですね	Editional	
しょうきん	小錦ですね	Editional	
錦	小錦ですね	Editional	
吉	小錦ですね	Editional	
こ	小錦ですね	Editional	
羽田	羽田奈緒子ですね	Editional	
奈緒子	羽田奈緒子ですね	Editional	
なおこ	羽田奈緒子ですね	Editional	
月	羽田奈緒子ですね	Editional	
山形	羽田奈緒子ですね	Editional	
半田	半田中央インターチェンジですね	Editional	
中央	半田中央インターチェンジですね	Editional	
インターチェンジ	半田中央インターチェンジですね	Editional	
道路	半田中央インターチェンジですね	Editional	
知多	半田中央インターチェンジですね	Editional	
影山	影山☆桃井の倍速もえちゃんねるですね	Editional	
桃井	影山☆桃井の倍速もえちゃんねるですね	Editional	
ラジオ	影山☆桃井の倍速もえちゃんねるですね	Editional	
倍速	影山☆桃井の倍速もえちゃんねるですね	Editional	
番組	影山☆桃井の倍速もえちゃんねるですね	Editional	
ようこ	アイドル天使ようこそようこですね	Editional	
首藤	アイドル天使ようこそようこですね	Editional	
サキ	アイドル天使ようこそようこですね	Editional	
アイドル	アイドル天使ようこそようこですね	Editional	
アニメ	アイドル天使ようこそようこですね	Editional	
アイドル	アイドル伝説えり子ですね	Editional	
田村	アイドル伝説えり子ですね	Editional	
えり子	アイドル伝説えり子ですね	Editional	
月	アイドル伝説えり子ですね	Editional	
アニメ	アイドル伝説えり子ですね	Editional	
アリ	アリオンですね	Editional	
オン	アリオンですね	Editional	
月	池端忍ですね	Editional	
池端	池端忍ですね	Editional	
富山	池端忍ですね	Editional	
忍	池端忍ですね	Editional	
モデル	池端忍ですね	Editional	
露崎	露崎春女ですね	Editional	
春	露崎春女ですね	Editional	
女	露崎春女ですね	Editional	
名義	露崎春女ですね	Editional	
月	露崎春女ですね	Editional	
月	伊東幸子ですね	Editional	
ラジオ	伊東幸子ですね	Editional	
伊東	伊東幸子ですね	Editional	
幸子	伊東幸子ですね	Editional	
筋	伊東幸子ですね	Editional	
数学	ピエール・ルネ・ドリーニュですね	Editional	
教授	ピエール・ルネ・ドリーニュですね	Editional	
大学	ピエール・ルネ・ドリーニュですね	Editional	
ピエール	ピエール・ルネ・ドリーニュですね	Editional	
月	ピエール・ルネ・ドリーニュですね	Editional	
大塚	大塚 (文京区)ですね	Editional	
豊島	大塚 (文京区)ですね	Editional	
文京	大塚 (文京区)ですね	Editional	
小石川	大塚 (文京区)ですね	Editional	
北西	大塚 (文京区)ですね	Editional	
温泉	蔦温泉ですね	Editional	
蔦	蔦温泉ですね	Editional	
十和田	蔦温泉ですね	Editional	
宿	蔦温泉ですね	Editional	
時代	蔦温泉ですね	Editional	
温泉	谷地温泉ですね	Editional	
平成	谷地温泉ですね	Editional	
月	谷地温泉ですね	Editional	
谷地	谷地温泉ですね	Editional	
湯	谷地温泉ですね	Editional	
番組	北野タレント名鑑ですね	Editional	
タレント	北野タレント名鑑ですね	Editional	
顔	北野タレント名鑑ですね	Editional	
月	北野タレント名鑑ですね	Editional	
顔出し	北野タレント名鑑ですね	Editional	
高山	高山友照ですね	Editional	
友	高山友照ですね	Editional	
照	高山友照ですね	Editional	
右近	高山友照ですね	Editional	
信長	高山友照ですね	Editional	
太郎	小澤太郎ですね	Editional	
小澤	小澤太郎ですね	Editional	
日本	小澤太郎ですね	Editional	
人名	小澤太郎ですね	Editional	
小沢	小澤太郎ですね	Editional	
世界	冨田洋之ですね	Editional	
日本	冨田洋之ですね	Editional	
オリンピック	冨田洋之ですね	Editional	
選手権	冨田洋之ですね	Editional	
個人	冨田洋之ですね	Editional	
月	米田功ですね	Editional	
米田	米田功ですね	Editional	
功	米田功ですね	Editional	
選手	米田功ですね	Editional	
