Question	Answer	Source	Metadata
アルバム	レット・ザ・グッド・タイムス・ロール (シャーリー・アンド・リーの曲)ですね	Editional	
曲	レット・ザ・グッド・タイムス・ロール (シャーリー・アンド・リーの曲)ですね	Editional	
シングル	レット・ザ・グッド・タイムス・ロール (シャーリー・アンド・リーの曲)ですね	Editional	
シャーリー	レット・ザ・グッド・タイムス・ロール (シャーリー・アンド・リーの曲)ですね	Editional	
リー	レット・ザ・グッド・タイムス・ロール (シャーリー・アンド・リーの曲)ですね	Editional	
委員	趙楽際ですね	Editional	
書記	趙楽際ですね	Editional	
中央	趙楽際ですね	Editional	
青海	趙楽際ですね	Editional	
党	趙楽際ですね	Editional	
古墳	白旗塚古墳ですね	Editional	
塚	白旗塚古墳ですね	Editional	
白旗	白旗塚古墳ですね	Editional	
遺跡	白旗塚古墳ですね	Editional	
東京	白旗塚古墳ですね	Editional	
周	周忠ですね	Editional	
忠	周忠ですね	Editional	
尉	周忠ですね	Editional	
暉	周忠ですね	Editional	
司	周忠ですね	Editional	
伊藤	伊藤弥寿彦ですね	Editional	
弥	伊藤弥寿彦ですね	Editional	
寿彦	伊藤弥寿彦ですね	Editional	
月	伊藤弥寿彦ですね	Editional	
易	伊藤弥寿彦ですね	Editional	
森	森利夫ですね	Editional	
利夫	森利夫ですね	Editional	
陳	陳展ですね	Editional	
中国	陳展ですね	Editional	
銀メダル	陳展ですね	Editional	
女性	陳展ですね	Editional	
月	陳展ですね	Editional	
月	アーサー・ヘイ (第9代ツィードデール侯爵)ですね	Editional	
爵位	アーサー・ヘイ (第9代ツィードデール侯爵)ですね	Editional	
侯爵	アーサー・ヘイ (第9代ツィードデール侯爵)ですね	Editional	
鳥類	アーサー・ヘイ (第9代ツィードデール侯爵)ですね	Editional	
父	アーサー・ヘイ (第9代ツィードデール侯爵)ですね	Editional	
井	井出野浩貴ですね	Editional	
出野	井出野浩貴ですね	Editional	
浩	井出野浩貴ですね	Editional	
俳人	井出野浩貴ですね	Editional	
知音	井出野浩貴ですね	Editional	
真田	河原綱家ですね	Editional	
綱	河原綱家ですね	Editional	
昌幸	河原綱家ですね	Editional	
河原	河原綱家ですね	Editional	
家臣	河原綱家ですね	Editional	
次郎	俺ら次郎長ですね	Editional	
月	俺ら次郎長ですね	Editional	
